WID,Trial,WasFit,EmpLeft,EmpBal,EmpRight,ModLeft,ModBal,ModRight,LLH,HalfOrder
S156,Dist_Mixed_4,Y,1,0,0,0.69172913326,0.217064461785,0.0912064049549,-0.368560825917,second
S156,Dist_Mixed_7,Y,1,0,0,0.853546634899,0.0948023494358,0.0516510156653,-0.15835509864,second
S156,Dist_Mixed_6,Y,0,1,0,0.454396797523,0.490356242331,0.0552469601462,-0.712623126866,second
S156,Weight_Mixed_6,Y,1,0,0,0.932657397235,0.0336712997177,0.0336713030469,-0.0697173511067,second
S156,CD_Mixed_3,Y,1,0,0,0.0336713155567,0.0336712955814,0.932657388862,-3.3911089745,second
S156,Bal_Pure_6,Y,1,0,0,0.0840145159932,0.792415578724,0.123569905283,-2.47676568563,second
S156,Bal_Pure_1,Y,0,1,0,0.0696307380697,0.849950690418,0.0804185715123,-0.162576942453,second
S156,CD_Mixed_12,Y,0,0,1,0.0588429272254,0.0336712947743,0.907485778,-0.0970773845909,second
S156,CD_Mixed_13,Y,0,0,1,0.0336713166664,0.0336712947743,0.932657388559,-0.0697173604093,second
S156,CD_Mixed_14,Y,0,0,1,0.0336713149513,0.0336712952787,0.93265738977,-0.0697173591112,second
S156,CD_Mixed_15,Y,0,0,1,0.0408631954387,0.0336712993141,0.925465505247,-0.0774584191411,second
S156,Bal_Pure_0,Y,0,1,0,0.0372672377419,0.903889857631,0.0588429046271,-0.101047764917,second
S156,Dist_Pure_7,Y,1,0,0,0.65217374397,0.256619851075,0.0912064049549,-0.427444274073,second
S156,Dist_Pure_4,Y,0,0,1,0.778031801103,0.15233746113,0.069630737767,-2.66454917455,second
S156,Weight_Pure_5,Y,1,0,0,0.932657401674,0.033671300323,0.0336712980026,-0.0697173463472,second
S156,CD_Mixed_4,Y,0,0,1,0.0336713153549,0.0336712955814,0.932657389064,-0.0697173598684,second
S156,Dist_Pure_1,Y,1,0,0,0.867930412822,0.0840145159932,0.0480550711845,-0.141643737095,second
S156,Weight_Pure_6,Y,0,1,0,0.907485791923,0.0336713007265,0.058842907351,-3.39110941494,second
S156,Bal_Pure_2,Y,0,1,0,0.0588429046271,0.885910135227,0.0552469601462,-0.121139761031,second
S156,Bal_Mixed_3,Y,0,1,0,0.0480550711845,0.907485802112,0.0444591267036,-0.0970773580212,second
S156,CD_Pure_15,Y,0,0,1,0.0336713054681,0.0336713013318,0.9326573932,-0.0697173554335,second
S156,CD_Pure_7,Y,0,0,1,0.0336713057708,0.0336713011301,0.932657393099,-0.0697173555416,second
S156,CB_Pure_12,Y,1,0,0,0.92546550787,0.0336713002221,0.0408631919077,-0.0774584163069,second
S156,CB_Pure_10,Y,1,0,0,0.932657396832,0.0336713012309,0.0336713019371,-0.0697173515393,second
S156,CB_Pure_11,Y,1,0,0,0.932657395621,0.0336713011301,0.0336713032486,-0.0697173528374,second
S156,CW_Pure_1,Y,1,0,0,0.932657410451,0.0336712957831,0.0336712937654,-0.0697173369364,second
S156,CB_Pure_15,Y,1,0,0,0.932657397841,0.0336713007265,0.0336713014327,-0.0697173504576,second
S156,CB_Pure_8,Y,0,0,1,0.932657398244,0.0336713000203,0.0336713017354,-3.39110938498,second
S156,CB_Mixed_5,Y,1,0,0,0.932657396731,0.0336713015336,0.0336713017354,-0.0697173516475,second
S156,CD_Mixed_5,Y,0,0,1,0.0480550833916,0.0336713001212,0.918273616487,-0.0852598755963,second
