WID,Strategy,CVOrder,CVLLH
S184,base_strats,27,-46.16268033861128
S184,base_strats,28,-52.07420649440965
S184,base_strats,29,-51.44940003911333
S184,base_strats,3,-48.47341318588784
S184,base_strats,30,-59.47857944491125
S184,base_strats,31,-54.61921514018699
S184,base_strats,32,-50.886904073085866
S184,base_strats,33,-44.89249018545011
S184,base_strats,34,-53.074280450395
S184,base_strats,35,-50.64207326890169
S184,base_strats,36,-67.6705846597967
S184,base_strats,37,-46.72391091708113
S184,base_strats,38,-48.40524312272323
S184,base_strats,39,-43.785644120115286
S184,base_strats,4,-58.77169638901077
S184,base_strats,40,-46.78745684989434
S184,base_strats,41,-49.49984635265356
S184,base_strats,42,-48.58107825655078
S184,base_strats,43,-53.978749374167165
S184,base_strats,44,-59.01715627444364
S184,base_strats,45,-49.85979254313488
S184,base_strats,46,-51.02123338395048
S184,base_strats,47,-62.79901987754296
S184,base_strats,48,-62.0924038944431
S184,base_strats,49,-52.23129950513713
S184,base_strats,5,-56.97462766537747
S184,base_strats,6,-56.97237132749148
S184,base_strats,7,-45.66337606908962
S184,base_strats,8,-58.939949045537766
S184,base_strats,9,-54.214889975553824
S130,base_strats,0,-61.252125293849154
S130,base_strats,1,-60.38484148850037
S130,base_strats,10,-57.90724200930107
S130,base_strats,11,-69.90836146565049
S130,base_strats,12,-60.06958444163203
S130,base_strats,13,-63.085436167192384
S130,base_strats,14,-60.62832684411079
S130,base_strats,15,-65.18022015686276
S130,base_strats,16,-60.11545480083178
S130,base_strats,17,-61.08718939271917
S130,base_strats,18,-61.46984172862762
S130,base_strats,19,-56.040327991180746
S130,base_strats,2,-57.19543961252403
S130,base_strats,20,-71.72763011146431
S130,base_strats,21,-59.69696348687873
S130,base_strats,22,-52.862116684296176
S130,base_strats,23,-57.24025956567536
S130,base_strats,24,-54.052671010214894
S130,base_strats,25,-56.428617868328736
S130,base_strats,26,-61.26247298577604
S130,base_strats,27,-59.42641643102438
S130,base_strats,28,-64.89196258794736
S130,base_strats,29,-73.69298902237891
S130,base_strats,3,-65.31809481449693
S130,base_strats,30,-59.38449244867661
S130,base_strats,31,-64.46636350928452
S130,base_strats,32,-58.46285335859862
S130,base_strats,33,-57.31868203124123
S130,base_strats,34,-65.84193668712159
S130,base_strats,35,-57.93146728592184
S130,base_strats,36,-62.67882667534485
S130,base_strats,37,-67.43472937628954
S130,base_strats,38,-59.054369958616384
S130,base_strats,39,-56.82513848535071
S130,base_strats,4,-65.50871220812476
S130,base_strats,40,-62.34683411896432
S130,base_strats,41,-53.58174991473638
S130,base_strats,42,-58.07107350864481
S130,base_strats,43,-64.39201853975361
S130,base_strats,44,-58.624183090578775
S130,base_strats,45,-66.66139316978501
S130,base_strats,46,-59.2996960500656
S130,base_strats,47,-54.32469749822393
S130,base_strats,48,-63.374050867323305
S130,base_strats,49,-60.53813116124789
S130,base_strats,5,-61.669793793057046
S130,base_strats,6,-59.25264686117068
S130,base_strats,7,-56.79999805797591
S130,base_strats,8,-57.46640578074297
S130,base_strats,9,-68.48187722852997
S185,base_strats,0,-65.4412160085261
S185,base_strats,1,-60.06431201886453
S185,base_strats,10,-64.58969783490343
S185,base_strats,11,-54.07771325038516
S185,base_strats,12,-58.374233558769305
S185,base_strats,13,-59.84447844428556
S185,base_strats,14,-57.105607918691454
S185,base_strats,15,-59.79908924613188
S185,base_strats,16,-61.99466010335611
S185,base_strats,17,-65.81837327627272
S185,base_strats,18,-62.98785280700113
S185,base_strats,19,-61.54141530017267
S185,base_strats,2,-60.4210343829038
S185,base_strats,20,-53.480542851381095
S185,base_strats,21,-60.94871529408529
S185,base_strats,22,-56.14025980252491
S185,base_strats,23,-61.43526706174952
S185,base_strats,24,-68.99674386475697
S185,base_strats,25,-68.46929087259966
S185,base_strats,26,-60.91770549767492
S185,base_strats,27,-64.72321341198055
S185,base_strats,28,-68.56787929902279
S185,base_strats,29,-58.01092294214219
S185,base_strats,3,-63.23074508813304
S185,base_strats,30,-63.20169880200713
S185,base_strats,31,-73.2448004796199
S185,base_strats,32,-60.4431774873849
S185,base_strats,33,-56.42941504992242
S185,base_strats,34,-61.23471648024571
S185,base_strats,35,-57.42861041394719
S185,base_strats,36,-58.39952053227101
S185,base_strats,37,-61.30515112122229
S185,base_strats,38,-58.86725530492028
S185,base_strats,39,-59.67513973165362
S185,base_strats,4,-89.97170697898501
S185,base_strats,40,-56.94707754946996
S185,base_strats,41,-56.67300491496614
S185,base_strats,42,-67.29581136242425
S185,base_strats,43,-54.875636898921925
S185,base_strats,44,-61.07904974787836
S185,base_strats,45,-53.65497632921976
S185,base_strats,46,-65.98662587924939
S185,base_strats,47,-59.32291864782894
S185,base_strats,48,-62.99212687965704
S185,base_strats,49,-63.91937086993302
S185,base_strats,5,-60.45232798110863
S185,base_strats,6,-53.81487670718654
S185,base_strats,7,-64.61219104216215
S185,base_strats,8,-54.71226870277555
S185,base_strats,9,-57.93085613654548
S131,base_strats,0,-46.93584851198092
S131,base_strats,1,-47.404122102125775
S131,base_strats,10,-50.06715287643328
S131,base_strats,11,-52.244783635265286
S131,base_strats,12,-45.41365808005538
S131,base_strats,13,-44.45383824141808
S131,base_strats,14,-49.86197487427333
S131,base_strats,15,-44.93153343118394
S131,base_strats,16,-41.47824005530895
S131,base_strats,17,-49.00132823998169
S131,base_strats,18,-46.037560474389096
S131,base_strats,19,-45.07797220710396
S131,base_strats,2,-44.85100736471892
S131,base_strats,20,-52.728202456808376
S131,base_strats,21,-54.65042337469367
S131,base_strats,22,-47.62696403840791
S131,base_strats,23,-43.92924937668538
S131,base_strats,24,-43.09144445191433
S131,base_strats,25,-45.02666853416744
S131,base_strats,26,-43.02046137166471
S131,base_strats,27,-48.04866081605312
S131,base_strats,28,-50.50665636730051
S131,base_strats,29,-46.61953083103389
S131,base_strats,3,-52.79727925114611
S131,base_strats,30,-47.55224228430863
S131,base_strats,31,-41.58369816361868
S131,base_strats,32,-43.36890367589455
S131,base_strats,33,-44.28924673174069
S131,base_strats,34,-44.804875385975535
S131,base_strats,35,-45.2690436275344
S131,base_strats,36,-41.78130635382081
S131,base_strats,37,-53.63306960065229
S131,base_strats,38,-41.83488610228984
S131,base_strats,39,-43.04123578638629
S131,base_strats,4,-45.1165928080728
S131,base_strats,40,-48.31058278808719
S131,base_strats,41,-39.39079979153453
S131,base_strats,42,-50.30689102169158
S131,base_strats,43,-50.525897577503024
S131,base_strats,44,-42.58422889598801
S131,base_strats,45,-54.39153941371016
S131,base_strats,46,-40.37346231482957
S131,base_strats,47,-44.00254596441865
S131,base_strats,48,-37.54616489771548
S131,base_strats,49,-65.62677455443233
S131,base_strats,5,-52.53598990007555
S131,base_strats,6,-49.86800246559179
S131,base_strats,7,-42.93473155995285
S131,base_strats,8,-46.23367947416168
S131,base_strats,9,-44.06897744769634
S157,base_strats,0,-71.56793522390512
S157,base_strats,1,-72.79823383934702
S157,base_strats,10,-65.14173930723759
S157,base_strats,11,-66.63697544497744
S157,base_strats,12,-73.7550102010148
S157,base_strats,13,-78.54184917359336
S157,base_strats,14,-72.1938992983312
S157,base_strats,15,-65.15856998736983
S157,base_strats,16,-73.36055648578599
S157,base_strats,17,-66.60166231355186
S157,base_strats,18,-76.55597444080274
S157,base_strats,19,-62.99872899699369
S157,base_strats,2,-75.47208210926719
S157,base_strats,20,-79.71334112820544
S157,base_strats,21,-67.6483584333772
S157,base_strats,22,-63.33832612284007
S157,base_strats,23,-68.87489495491867
S157,base_strats,24,-64.4220905699853
S157,base_strats,25,-66.19424105000664
S157,base_strats,26,-67.91748023260533
S157,base_strats,27,-65.19675152570649
S157,base_strats,28,-76.19354490422141
S157,base_strats,29,-66.90484827301569
S157,base_strats,3,-71.3367439399263
S157,base_strats,30,-68.81396902483945
S157,base_strats,31,-64.00494701828516
S157,base_strats,32,-73.44452963133048
S157,base_strats,33,-68.34397972412711
S157,base_strats,34,-63.75856533055698
S157,base_strats,35,-75.53304935640101
S157,base_strats,36,-63.143716716597446
S157,base_strats,37,-63.11975213584821
S157,base_strats,38,-67.38008435749698
S157,base_strats,39,-70.6328021982806
S157,base_strats,4,-74.35204502429185
S157,base_strats,40,-74.10274369174917
S157,base_strats,41,-66.53681250931648
S157,base_strats,42,-78.04473297033168
S157,base_strats,43,-68.2376733609982
S157,base_strats,44,-69.43839641575248
S157,base_strats,45,-76.48482369332584
S157,base_strats,46,-67.48256372585271
S157,base_strats,47,-72.63325078762551
S157,base_strats,48,-68.36176109976672
S157,base_strats,49,-72.72008627388523
S157,base_strats,5,-64.0858253660176
S157,base_strats,6,-72.83714798390291
S157,base_strats,7,-71.49905449355667
S157,base_strats,8,-69.5520987192078
S157,base_strats,9,-68.17409176729342
S132,base_strats,0,-69.86034411966472
S132,base_strats,1,-71.4161581220512
S132,base_strats,10,-72.02605350710246
S132,base_strats,11,-71.37928789156156
S132,base_strats,12,-78.78935621764644
S132,base_strats,13,-71.1410499488592
S132,base_strats,14,-72.07059506226707
S132,base_strats,15,-76.1510890716481
S132,base_strats,16,-69.22105006755291
S132,base_strats,17,-72.30115587778177
S132,base_strats,18,-71.97432955503159
S132,base_strats,19,-69.68667729325223
S132,base_strats,2,-71.38358354804137
S132,base_strats,20,-71.95935655674151
S132,base_strats,21,-72.76251483468664
S132,base_strats,22,-76.2511718579386
S132,base_strats,23,-67.95482974102903
S132,base_strats,24,-67.71586437901937
S132,base_strats,25,-76.10115825853704
S132,base_strats,26,-71.47312519924284
S132,base_strats,27,-69.8813304816193
S132,base_strats,28,-68.71265424538475
S132,base_strats,29,-68.54008935302024
S132,base_strats,3,-69.85185137036257
S132,base_strats,30,-73.60120862515024
S132,base_strats,31,-70.21585019188244
S132,base_strats,32,-69.23731787185838
S132,base_strats,33,-70.68554145274418
S132,base_strats,34,-71.7239968658688
S132,base_strats,35,-73.74418263839026
S132,base_strats,36,-73.0262554720866
S132,base_strats,37,-70.13119223890534
