WID,Trial,WasFit,EmpLeft,EmpBal,EmpRight,ModLeft,ModBal,ModRight,LLH
S129,CW_1_CB_N,Y,0,0,1,0.7034811740462892,0.124515822032299,0.1720030039214116,-1.7602433376618196
S129,Dist_1_BB_N,Y,1,0,0,0.5198433301786558,0.3880145793725502,0.0921420904487938,-0.6542278009210172
S129,CW_1_BC_N,Y,0,0,1,0.6757024444689246,0.1264254016241406,0.1978721539069345,-1.6201341441721608
S129,Dist_5_CC_N,Y,1,0,0,0.3197701638674849,0.3073572596799487,0.3728725764525662,-1.1401527791588963
S129,CB_2_CB_N,Y,0,0,1,0.5670476972799324,0.1415805359624148,0.2913717667576529,-1.2331552781866142
S129,CB_4_BC_N,Y,0,0,1,0.6300812299475295,0.142001984535429,0.2279167855170413,-1.4787746924500251
S129,CD_4_CC_N,Y,1,0,0,0.3402963347433064,0.1783813220986933,0.4813223431580002,-1.0779384681965003
S129,CW_6_BB_N,Y,0,0,1,0.659949255677852,0.1402743098107924,0.1997764345113557,-1.6105563651123982
S129,CD_2_CB_N,Y,1,0,0,0.3231158480765336,0.1885884354483955,0.4882957164750707,-1.1297443572879529
S129,CD_4_CB_N,Y,1,0,0,0.324905597024554,0.1651514513309235,0.5099429516445223,-1.1242206095408624
S129,CD_5_BB_N,Y,1,0,0,0.3133774906259681,0.125069564459014,0.5615529449150177,-1.1603467747858631
S129,Dist_3_CC_N,Y,1,0,0,0.5097762987531871,0.251254491304845,0.2389692099419675,-0.6737832793857094
S129,Weight_4_BB_N,Y,1,0,0,0.8086153359184962,0.0950419205830225,0.096342743498481,-0.2124319559418437
S129,CB_6_CB_N,Y,0,0,1,0.6376264310894592,0.1265843352138596,0.2357892336966809,-1.4448169505443196
S129,Weight_3_BB_N,Y,0,1,0,0.8082909218316306,0.0932073910785362,0.0985016870898329,-2.37292825701717
S129,CB_3_BB_N,Y,0,1,0,0.6228110401736892,0.1259411740651668,0.2512477857611438,-2.071940353548233
S129,CD_3_CB_N,Y,1,0,0,0.5233839696274875,0.1692450811227239,0.3073709492497884,-0.6474399167385978
S129,CD_5_BC_N,Y,1,0,0,0.380827813074611,0.247021934773969,0.3721502521514199,-0.9654079401958424
S129,CB_6_BB_N,Y,0,0,1,0.6381995714345985,0.1259411740651668,0.2358592545002343,-1.4445200310976547
S129,Dist_4_CC_N,Y,1,0,0,0.5894448252329026,0.1522819657348309,0.2582732090322662,-0.5285741592580172
S129,Dist_2_BB_N,Y,1,0,0,0.6878262683455375,0.2200316412056684,0.0921420904487938,-0.3742189898761897
S129,Dist_1_CC_N,Y,1,0,0,0.492054994549338,0.2663417963825566,0.2416032090681052,-0.7091647911971678
S129,Dist_2_BC_N,Y,1,0,0,0.6504706908869099,0.2031897309700592,0.1463395781430307,-0.4300590383291771
S129,CB_7_CC_N,Y,0,1,0,0.573876502335568,0.141801557630058,0.2843219400343741,-1.953326680247276
S129,CD_3_BC_N,Y,1,0,0,0.5062725708258811,0.1708914548232349,0.3228359743508837,-0.6806800772078212
