Trial,WasFit,EmpLeft,EmpBal,EmpRight,ModLeft,ModBal,ModRight,LLH
CW_Pure_9,Y,24,0,1,0.7497042916647317,0.1844189565531461,0.0658767517821227,-9.63380395147762
Bal_Pure_6,Y,1,22,2,0.1612359533011938,0.6866460969531425,0.1521179497456642,-13.861682354780127
CD_Mixed_4,Y,12,2,11,0.4213813164960368,0.0695483735665301,0.5090703099374337,-23.128931399520862
CW_Mixed_2,Y,24,1,0,0.8672935979315565,0.0724507349845101,0.0602556670839339,-6.0419138157956365
CB_Pure_3,Y,23,2,0,0.6417749658094467,0.1979778663121472,0.1602471678784065,-13.44010389922947
CB_Pure_1,Y,11,11,3,0.5856156124116618,0.2516715525447781,0.1627128350435606,-26.50924780744779
CW_Mixed_1,Y,23,1,1,0.8006792534438544,0.1392050475980512,0.0601156989580949,-9.89607295740763
Bal_Mixed_5,Y,1,24,0,0.2790973534747353,0.4678918239174157,0.2530108226078496,-19.50463034703969
CD_Mixed_3,Y,21,1,3,0.3931616716713054,0.0768042771114802,0.530034051217215,-24.0751588711359
CW_Pure_4,Y,23,2,0,0.7636741453646088,0.1812892881587619,0.0550365664766298,-9.616446611270243
CD_Mixed_6,Y,5,4,16,0.354434406481383,0.1138093851907258,0.5317562083278918,-23.98420346024978
CB_Pure_10,Y,19,3,3,0.6026367560919987,0.2734392631796284,0.1239239807283734,-19.77666065065664
CW_Pure_14,Y,22,2,1,0.6911151099151075,0.2328062033279077,0.0760786867569852,-13.61896041612573
CW_Pure_15,Y,24,1,0,0.7842616516921559,0.1551680353969415,0.0605703129109032,-7.695548447708934
Bal_Pure_0,Y,0,25,0,0.3070370291954067,0.4228526478085212,0.2701103229960727,-21.51828777395991
CW_Pure_12,Y,23,2,0,0.8810361446550296,0.0615668802537346,0.0573969750912364,-8.488364844361165
CB_Mixed_15,Y,18,4,3,0.5287217088093907,0.2799695763700835,0.1913087148205263,-21.5251728988512
CD_Pure_1,Y,21,3,1,0.4408412477915543,0.0586645182491049,0.5004942339593413,-26.400399247171396
CB_Pure_4,Y,18,5,2,0.5992797807212105,0.2618298175077082,0.1388904017710819,-19.864923739934213
Dist_Mixed_4,Y,22,2,1,0.8324034952089773,0.1140110233994856,0.0535854813915377,-11.305033076102683
CB_Pure_6,Y,13,8,4,0.5869447446947953,0.3053652387774089,0.1076900165277964,-25.330687040286115
CD_Pure_12,Y,9,4,12,0.1539441622510053,0.273168286191292,0.5728875515577033,-28.71594680855587
CW_Mixed_4,Y,19,3,3,0.6482604797499462,0.2110384926930573,0.140701027556997,-18.78628931316312
CW_Pure_10,Y,22,2,1,0.8500193975495152,0.0934928552648655,0.0564877471856199,-11.188386448549736
CW_Pure_6,Y,24,0,1,0.8333308188094802,0.1116326147138904,0.0550365664766298,-7.275547251082719
CD_Pure_3,Y,2,1,22,0.266508095136312,0.2552995043172531,0.4781924005464355,-20.240345765702536
Dist_Mixed_6,Y,17,6,2,0.632663535738231,0.2701103136096778,0.0972261506520917,-20.29786126878549
Dist_Pure_3,Y,18,5,2,0.4523398252314269,0.4319180414482164,0.1157421333203573,-22.790166246163853
Bal_Pure_7,Y,3,22,0,0.1607376851759946,0.6931327342651685,0.1461295805588374,-13.5476873547665
CB_Pure_13,Y,19,2,4,0.6258993168611218,0.2168432155290175,0.1572574676098613,-19.359394347886084
CD_Pure_2,Y,7,7,11,0.2211967576559875,0.2364341551003828,0.5423690872436302,-27.38541124005273
Weight_Pure_1,Y,23,2,0,0.7340122796808785,0.2061866666013468,0.0598010537177753,-10.27022571992751
CB_Pure_7,Y,20,1,4,0.6386452974150627,0.2117640830475524,0.1495906195373855,-18.119815492730687
Dist_Mixed_1,Y,21,3,1,0.6880536053036015,0.2281481431808619,0.0837982515155371,-14.764282584743658
Dist_Pure_0,Y,19,5,1,0.5446566051026791,0.3636509953727006,0.0916923995246209,-18.991514703765056
CB_Pure_2,Y,17,4,4,0.6323422912010117,0.2204711673014925,0.1471865414974963,-21.503686774958886
CB_Pure_5,Y,17,6,2,0.5844533278043408,0.3010116966504388,0.1145349755452208,-20.667718980444487
