WID,Trial,WasFit,EmpLeft,EmpBal,EmpRight,ModLeft,ModBal,ModRight,LLH
S129,CB_4_BB_N,Y,0,0,1,0.5765402458925559,0.1945441120191277,0.2289156420883171,-1.4744017184548814
S129,CW_4_CC_N,Y,0,1,0,0.6174296748810152,0.1562466734766517,0.2263236516423339,-1.8563192803416853
S129,Weight_1_BB_N,Y,1,0,0,0.6207322131243709,0.1675379098219074,0.2117298770537224,-0.4768555088515577
S129,CD_3_CC_N,Y,1,0,0,0.5071633812149389,0.1390190587098873,0.3538175600751744,-0.6789220763855893
S129,Bal_5_BB_N,Y,0,1,0,0.0887956816334067,0.8396475834587697,0.0715567349078243,-0.1747730186792405
S129,Weight_5_CC_N,Y,0,1,0,0.4113530833326366,0.3908307841782322,0.1978161324891318,-0.9394805897095508
S129,Weight_3_BC_N,Y,0,1,0,0.3429369671958991,0.4396478757218883,0.2174151570822133,-0.8217811549170343
S129,Weight_4_CB_N,Y,0,1,0,0.4725407527527318,0.4550245656133935,0.0724346816338753,-0.787403871129507
S129,CW_5_BC_N,Y,0,0,1,0.6093232814383218,0.149325984947117,0.2413507336145618,-1.4215040772508292
S129,CW_4_CB_N,Y,0,0,1,0.6543626776228362,0.1716652131003265,0.173972109276838,-1.7488602841280905
S129,Weight_3_BB_N,Y,0,1,0,0.6317802049323246,0.177358346984533,0.1908614480831431,-1.729583033831784
S129,Bal_5_CB_N,Y,0,1,0,0.1305970532243708,0.7700989440998611,0.0993040026757687,-0.2612362735586866
S129,Bal_2_BC_N,Y,0,1,0,0.2167386051612948,0.468972306054438,0.3142890887842677,-0.7572115612037532
S129,CW_3_CB_N,Y,0,1,0,0.5312427951088192,0.1974665245698546,0.2712906803213269,-1.6221862048558426
S129,CB_2_BB_N,Y,0,0,1,0.5789953551832123,0.1798134562751893,0.241191188541599,-1.4221653465476551
S129,CB_2_CC_N,Y,0,1,0,0.5857678305986022,0.1480452486108012,0.2661869207905973,-1.910237318088329
S129,CD_6_CC_N,Y,0,1,0,0.425612957713402,0.1578238360412571,0.4165632062453415,-1.846275829751638
S129,CW_7_CB_N,Y,0,1,0,0.6085516980942463,0.1638552458859229,0.2275930560198317,-1.8087718879572556
S129,CD_5_CB_N,Y,1,0,0,0.4641344549786464,0.1617078947823741,0.37415765023898,-0.7675809950712842
S129,Bal_2_BB_N,Y,0,1,0,0.0236707717812068,0.9564893334877164,0.0198398947310774,-0.0444856417712056
S129,CB_6_CC_N,Y,0,0,1,0.572507974037294,0.1755911215736131,0.2519009043890935,-1.378719505359698
S129,CW_1_BC_N,Y,0,0,1,0.6493574276183662,0.1387644822137673,0.2118780901678672,-1.5517442160906902
S129,Bal_1_BC_N,Y,0,1,0,0.0683605600464438,0.7905759154189935,0.1410635245345633,-0.2349935922580117
S129,CB_5_BC_N,Y,0,1,0,0.5699578333234805,0.1645431297656594,0.2654990369108608,-1.8045825561164368
S129,Dist_1_BB_N,Y,1,0,0,0.5159384727228351,0.2880012882401356,0.19606023903703,-0.6617677595193325
S129,Weight_2_CC_N,Y,0,1,0,0.4371317308845286,0.3705970573964018,0.1922712117190701,-0.9926399052692492
S129,Weight_2_CB_N,Y,0,1,0,0.4082632718532313,0.4641571188962825,0.1275796092504867,-0.7675321657631695
S129,CW_6_CC_N,Y,1,0,0,0.6314305970130474,0.173972109276838,0.1945972937101153,-0.4597672450316367
S129,Dist_1_BC_N,Y,1,0,0,0.5333674822947319,0.1778788319355911,0.2887536857696777,-0.6285446321695403
S129,CD_3_BC_N,Y,1,0,0,0.5258199454321638,0.1519406393107362,0.3222394152571006,-0.6427964339098758
S129,Bal_3_CB_N,Y,0,1,0,0.210209374283207,0.6488334645642057,0.1409571611525881,-0.4325791983430822
S129,CB_7_CC_N,Y,0,1,0,0.5852281598330105,0.1571778018936902,0.2575940382733,-1.8503776182856768
S129,CW_7_BB_N,Y,0,0,1,0.6158219945430581,0.1834961202111739,0.2006818852457687,-1.6060342851219476
S129,CB_1_BC_N,Y,0,0,1,0.5533004070956594,0.1566381311280985,0.2900614617762427,-1.237662441297667
S129,CB_7_CB_N,Y,0,0,1,0.6156737814289133,0.1442143715606718,0.2401118470104156,-1.4266504349879665
