"N","S1","S2","S3","P1","P2","P3"
27,3,16,8,0.000932835834484622,0.945449163945552,0.0536180002200193
27,3,17,7,0.00062464209038138,0.977846561455642,0.0215287964540278
27,3,18,6,0.000392888557406235,0.992332281007594,0.00727483043505236
27,3,19,5,0.000235696245197097,0.997738202208173,0.00202610154666738
27,3,20,4,0.000136927565019774,0.999410812701027,0.000452259734004314
27,3,21,3,7.80157548573801e-05,0.999844272104934,7.77121402539368e-05
27,3,22,2,4.39664270424813e-05,0.999946390134882,9.64343812929089e-06
27,3,23,1,2.46186476004052e-05,0.999974612347349,7.69005097867382e-07
27,3,24,0,1.37274347066211e-05,0.999986242133829,3.04315255008678e-08
27,4,0,23,8.97982016116644e-05,6.08030178955798e-08,0.999910140995429
27,4,1,22,0.000154527303234748,1.47662752582514e-06,0.999843996069286
27,4,2,21,0.000264629054517906,1.7772223231584e-05,0.9997175987223
27,4,3,20,0.000450818735900217,0.000137270170615165,0.999411911093531
27,4,4,19,0.000760046296178344,0.000764633703866871,0.998475319999999
27,4,5,18,0.00125499406510712,0.003274237265282,0.995470768669644
27,4,6,17,0.00200163650191431,0.0112223943208897,0.986775969177231
27,4,7,16,0.00303706877915462,0.0316652858696425,0.965297645351251
27,4,8,15,0.00431995824184281,0.0751221484555625,0.920557893302626
27,4,9,14,0.00568861780754586,0.152420087680092,0.841891294512406
27,4,10,13,0.0068689887369801,0.268456732378902,0.724674278884158
27,4,11,12,0.00755824731516726,0.416304742034874,0.576137010650005
27,4,12,11,0.00755552386440255,0.576734399057232,0.415710077078408
27,4,13,10,0.00686167068925466,0.725183004512971,0.267955324797815
27,4,14,9,0.00567889994740615,0.842258117000567,0.152062983052074
27,4,15,8,0.00431054542199283,0.920781024452422,0.0749084301256171
27,4,16,7,0.00303030236480068,0.965411026356195,0.0315586712790521
27,4,17,6,0.00199877492527247,0.986822638693644,0.011178586381119
27,4,18,5,0.00125578595983939,0.995484551010102,0.00325966303009189
27,4,19,4,0.000762927149744638,0.998476267523082,0.000760805327217642
27,4,20,3,0.000453856126399861,0.999409638083576,0.000136505790070273
27,4,21,2,0.000266624561536598,0.999715712239956,1.76631985558832e-05
27,4,22,1,0.000155382333242458,0.999843150938649,1.46672815565879e-06
27,4,23,0,9.00479707050849e-05,0.999909891669943,6.03594100667413e-08
27,5,0,22,0.000455203516874853,1.18632388460749e-07,0.999544677850786
27,5,1,21,0.00075311794867942,2.76678514283473e-06,0.999244115266221
27,5,2,20,0.00123793005356068,3.19349441025379e-05,0.998730135002384
27,5,3,19,0.00202034273335201,0.000236210677803013,0.997743446588876
27,5,4,18,0.00325680511606558,0.00125820311082551,0.995484991773153
27,5,5,17,0.00513326025974933,0.00514481282433539,0.98972192691594
27,5,6,16,0.00780446868884028,0.0168164929090418,0.975379038402151
27,5,7,15,0.0112758009552191,0.0451995500806802,0.943524648964107
27,5,8,14,0.0152600910792474,0.102064490077743,0.882675418843021
27,5,9,13,0.019110879651472,0.197059180651484,0.783829939697075
27,5,10,12,0.0219491915597488,0.330470499530071,0.647580308910201
27,5,11,11,0.0229946621841441,0.488829801825585,0.488175535990303
27,5,12,10,0.0219347678290601,0.648188484731549,0.329876747439411
27,5,13,9,0.0190865918468028,0.784307418961176,0.196605989192052
27,5,14,8,0.0152334859602945,0.882991482769216,0.1017750312705
27,5,15,7,0.0112549310673102,0.94369902576756,0.0450460431651363
27,5,16,6,0.00779505275986421,0.975455271202543,0.0167496760376267
27,5,17,5,0.00513621336182591,0.989742445616148,0.00512134102204988
27,5,18,4,0.00326777876354051,0.995480509659357,0.00125171157714635
27,5,19,3,0.00203249747445169,0.997732652927708,0.000234849597871568
27,5,20,2,0.00124631190775145,0.998721956533328,3.17315589676771e-05
27,5,21,1,0.000756880145158526,0.999240372375959,2.74747892612015e-06
27,5,22,0,0.000456406148211556,0.999543476127519,1.17724317466548e-07
27,6,0,21,0.00185621213951656,2.25234517253311e-07,0.998143562626007
27,6,1,20,0.00294915631069869,5.0375050730166e-06,0.997045806184261
27,6,2,19,0.00464726840601265,5.56782673096667e-05,0.995297053326724
27,6,3,18,0.00725661179550199,0.000393786617716136,0.992349601586809
27,6,4,17,0.01117009787324,0.00200273096251785,0.986827171164268
27,6,5,16,0.0167837606427146,0.0078081898548925,0.975408049502423
27,6,6,15,0.0242947985712077,0.0243047216806801,0.95140047974813
27,6,7,14,0.0333893740972317,0.0621516705170255,0.904458955385756
27,6,8,13,0.0429657366764961,0.133460648329271,0.823573614994263
27,6,9,12,0.0511713804849502,0.245108505911055,0.703720113604022
27,6,10,11,0.0559508585046204,0.391549998714141,0.552499142781265
27,6,11,10,0.0559339942266078,0.553337121029693,0.390728884743726
27,6,12,9,0.0511264288971629,0.704439340847686,0.24443423025518
27,6,13,8,0.0429080413711891,0.824092805145871,0.132999153482969
27,6,14,7,0.0333393771649223,0.904770158912762,0.0618904639223291
27,6,15,6,0.0242706025049659,0.951545555924414,0.0241838415706377
27,6,16,5,0.0167924411968711,0.975444356585397,0.00776320221776199
27,6,17,4,0.0112031040498651,0.986807304459854,0.00198959149030488
27,6,18,3,0.0072951194115994,0.992313994912455,0.00039088567597227
27,6,19,2,0.00467521050953251,0.995269566487299,5.52230032136414e-05
27,6,20,1,0.00296232424001168,0.997032683534655,4.99222536621304e-06
27,6,21,0,0.0018607879344383,0.99813898907805,2.22987550902191e-07
27,7,0,20,0.00626029977795601,4.09585385251109e-07,0.993739290636696
27,7,1,19,0.00954091299308938,8.77288693485742e-06,0.990450314120017
27,7,2,18,0.0143962651935563,9.27236814225094e-05,0.985511011125046
27,7,3,17,0.0214819972290125,0.000626190863209861,0.977891811907816
27,7,4,16,0.0315382802110657,0.00303666076968631,0.965425059019291
27,7,5,15,0.0451247334719328,0.0112744953249206,0.943600771203163
27,7,6,14,0.0621304067110141,0.0333861100214862,0.904483483267526
27,7,7,13,0.0811773251196302,0.0811707969681373,0.837651877912245
27,7,8,12,0.0993246741618239,0.165735790875927,0.734939534962265
27,7,9,11,0.112603260363546,0.289759034826665,0.597637704809819
27,7,10,10,0.117481958100095,0.441802070158326,0.440715971741626
27,7,11,9,0.112543319332146,0.598660916212488,0.288795764455397
27,7,12,8,0.0992273897235343,0.735746433053972,0.165026177222509
27,7,13,7,0.081082340747106,0.838177477464808,0.0807401817880972
27,7,14,6,0.0620807357851017,0.904745957037411,0.0331733071775136
27,7,15,5,0.0451453573766,0.9436643973211,0.0111902453023166
27,7,16,4,0.0316186619483026,0.965370760839736,0.00301057721200511
27,7,17,3,0.0215810655185196,0.977798828248339,0.000620106233178055
27,7,18,2,0.0144721155899456,0.985436166716169,9.17176939090386e-05
27,7,19,1,0.00957853638834121,0.990412795852531,8.66775916876935e-06
27,7,20,0,0.0062741836759499,0.993725412267412,4.04056675499761e-07
27,8,0,19,0.0178234696957916,7.02266080483929e-07,0.982175828038169
27,8,1,18,0.0260294697777049,1.43862069930955e-05,0.973956144015339
27,8,2,17,0.0375694046663175,0.000145213234921524,0.962285382098791
27,8,3,16,0.0535186638067191,0.000935234862433372,0.945546101330884
27,8,4,15,0.0748681371384058,0.0043196523851444,0.920812210476468
27,8,5,14,0.101924208936341,0.0152591735091526,0.882816617554514
27,8,6,13,0.133423436668748,0.0429635956796081,0.823612967651661
27,8,7,12,0.165746399122105,0.0993206980247491,0.734932902853172
27,8,8,11,0.193025288496617,0.193019324291002,0.613955387212406
27,8,9,10,0.208795275451905,0.321983204856418,0.469221519691683
27,8,10,9,0.208745982794112,0.470479682105947,0.320774335099948
27,8,11,8,0.192898620526733,0.615044027133635,0.192057352339657
27,8,12,7,0.165601913502605,0.735705863981866,0.0986922225155528
27,8,13,6,0.133340895853985,0.824028606978995,0.0426304971670382
27,8,14,5,0.101964512098189,0.882917192338518,0.015118295563301
27,8,15,4,0.0750293897616443,0.920697372721647,0.00427323751672644
27,8,16,3,0.0537292958617799,0.945346950705592,0.000923753432665407
27,8,17,2,0.0377400863226657,0.962116706823116,0.000143206854247537
27,8,18,1,0.0261188272279331,0.973867007526702,1.41652454027486e-05
27,8,19,0,0.0178571174891797,0.982142192602808,6.89908053660549e-07
27,9,0,18,0.0435248937938802,1.1199298341196e-06,0.956473986276314
27,9,1,17,0.0608581285723215,2.19142938510614e-05,0.939119957133857
27,9,2,16,0.0839547026355462,0.000210994008085678,0.915834303356386
27,9,3,15,0.114090804047655,0.00129452132754247,0.884614674624831
27,9,4,14,0.151996735484831,0.00568987098489184,0.842313393530311
27,9,5,13,0.196840965542635,0.0191143885480408,0.784044645909343
27,9,6,12,0.24505475573474,0.0511789830941826,0.703766261171091
27,9,7,11,0.289773179154894,0.112616293407944,0.597610527437183
27,9,8,10,0.32199049444106,0.208813195887954,0.469196309670992
27,9,9,9,0.333751091335047,0.333771002930664,0.332477905734303
27,9,10,8,0.321868804293807,0.470432494637177,0.207698701069022
27,9,11,7,0.289597650495606,0.598572505957234,0.11182984354718
27,9,12,6,0.244943202102411,0.704326591236061,0.0507302066615411
27,9,13,5,0.196906581553677,0.784182616564599,0.0189108018817427
27,9,14,4,0.152266397268338,0.842115397626294,0.0056182051054007
27,9,15,3,0.114465478433878,0.884258869163182,0.00127565240296842
27,9,16,2,0.0842771386330475,0.915515364520022,0.000207496846947449
27,9,17,1,0.061036847532648,0.938941645324625,2.15071427561968e-05
27,9,18,0,0.0435905094085541,0.956408394931682,1.09565979074225e-06
27,10,0,17,0.0923681641283042,1.64367472902258e-06,0.907630192196997
27,10,1,16,0.123585041894703,3.06840587314385e-05,0.876384274046589
27,10,2,15,0.162877025752596,0.000281488576230942,0.836841485671196
27,10,3,14,0.211105297678264,0.00164379044276951,0.787250911878981
27,10,4,13,0.267864039305526,0.00687216533961888,0.725263795354864
27,10,5,12,0.330186819888559,0.0219574507266096,0.647855729384833
27,10,6,11,0.391485498502564,0.0559673768383423,0.552547124659103
27,10,7,10,0.441817628919381,0.117507915481658,0.440674455598993
27,10,8,9,0.470486971690595,0.208778429521067,0.320734598788354
27,10,9,8,0.470414574201134,0.321901251020764,0.207684174778117
27,10,10,7,0.44165104840247,0.44167700578403,0.116671945813533
27,10,11,6,0.391363617327134,0.553184122254418,0.0554522604184569
27,10,12,5,0.330276723896311,0.648017391995343,0.0217058841083491
27,10,13,4,0.268243026904298,0.724979793688732,0.00677717940697971
27,10,14,3,0.211667672222171,0.786715258714959,0.00161706906288538
27,10,15,2,0.163392988568436,0.836330794538685,0.000276216892901593
27,10,16,1,0.123888871591935,0.876081095333442,3.00330746447638e-05
27,10,17,0,0.0924743138348169,0.90752408389175,1.60227346315209e-06
27,11,0,16,0.172311019991573,2.20345409362947e-06,0.827686776554359
27,11,1,15,0.220581662313466,3.91987112609359e-05,0.779379138975287
27,11,2,14,0.277772854147902,0.000342320115098263,0.72188482573701
27,11,3,13,0.343543303959434,0.00190167189720141,0.654555024143373
27,11,4,12,0.415604286584523,0.00756257158760874,0.576833141827873
27,11,5,11,0.488520333125749,0.0230050404380037,0.48847462643625
27,11,6,10,0.553272620818101,0.0559530210253507,0.390774358156544
27,11,7,9,0.598675060540705,0.112570500473206,0.288754438986091
27,11,8,8,0.615049991339231,0.192929199310425,0.19202080935034
27,11,9,7,0.598559472912818,0.28962483163667,0.111815695450516
27,11,10,6,0.553167603920684,0.391382644125877,0.0554497519534353
27,11,11,5,0.48862494650695,0.488635324760815,0.0227397287322384
27,11,12,4,0.41605427338007,0.57649097812563,0.00745474849430503
27,11,13,3,0.344259584688713,0.653871275946811,0.00186913936448439
27,11,14,2,0.278476538796208,0.72118799849397,0.000335462709831742
27,11,15,1,0.221023608279893,0.77893809437475,3.82973453699175e-05
27,11,16,0,0.172463523613747,0.827534334132308,2.14225397047873e-06
27,12,0,15,0.285588507172014,2.68475115858341e-06,0.714408808076834
27,12,1,14,0.349984495028376,4.54708446129848e-05,0.649970034127014
27,12,2,13,0.42152025711501,0.00037779514519481,0.578101947739799
27,12,3,12,0.498241377548465,0.00199656884270087,0.499762053608835
27,12,4,11,0.576033943606868,0.00755977749919093,0.416406278893937
27,12,5,10,0.647904805090039,0.0219441258255953,0.330151069084371
27,12,6,9,0.704385590671359,0.0511420255580539,0.244472383770588
27,12,7,8,0.735757041300132,0.0992474425732522,0.164995516126611
27,12,8,7,0.735709840118922,0.165621966352321,0.0986681935287529
27,12,9,6,0.704318988626818,0.244958798763303,0.0507222126098811
27,12,10,5,0.648009132828479,0.330286081892851,0.0217047852786753
27,12,11,4,0.576486653853179,0.416058527014858,0.00745481913195788
27,12,12,3,0.499018045792054,0.499019463670305,0.00196249053764273
27,12,13,2,0.422341355365481,0.577288552763146,0.000370091871376477
27,12,14,1,0.350536943989266,0.649418666951183,4.43890595532572e-05
27,12,15,0,0.285799500051082,0.714197893735369,2.60621355545589e-06
27,13,0,14,0.425038241794417,2.96447904635032e-06,0.574958793726547
27,13,1,13,0.49938168934442,4.77715403680183e-05,0.500570539115204
27,13,2,12,0.576466966359155,0.000377605792475628,0.423155427848378
27,13,3,11,0.65315218288407,0.00190005476686076,0.344947762349069
27,13,4,10,0.724590311439581,0.00686495749785829,0.268544731062561
27,13,5,9,0.784089203852309,0.0190931654640097,0.196817630683684
27,13,6,8,0.824055593485321,0.0429179017970003,0.133026504717677
27,13,7,7,0.838184005616296,0.081093609805178,0.0807223845785338
27,13,8,6,0.824030747975864,0.133350756279796,0.0426184957443383
27,13,9,5,0.784179107668021,0.19691315517088,0.0189077371611036
27,13,10,4,0.724976617086078,0.268246313712907,0.00677706920101474
27,13,11,3,0.653869945401452,0.344260779891826,0.00186927470672067
27,13,12,2,0.57728822556045,0.422341654166287,0.000370120273271451
27,13,13,1,0.499976654819748,0.49997670080155,4.66443786947286e-05
