Strategy,FitType,CVOrder,FitLLH,CVLLH
add1_sdp,all,13,-5688.43247904369,-5531.989659337182
add1_sdp,all,14,-5593.929253014342,-5643.051093338968
add1_sdp,all,15,-5691.322551257939,-5554.416200968213
add1_sdp,all,16,-5635.143057033032,-5628.770937606008
add1_sdp,all,17,-5721.994563603504,-5509.064987735927
add1_sdp,all,18,-5807.512888448872,-5438.001513326608
add1_sdp,all,19,-5691.019471982257,-5548.636748320597
add1_sdp,all,20,-5595.81658215338,-5625.95670171098
add1_sdp,all,21,-5569.418846661475,-5651.784953129222
add1_sdp,all,22,-5731.000611792305,-5509.912945399252
add1_sdp,all,23,-5608.926014055472,-5634.593289787924
add1_sdp,all,24,-5441.318422655761,-5785.166376799529
add1_sdp,all,25,-5544.432602272543,-5687.70951297666
add1_sdp,all,26,-5725.9380329590695,-5514.09015651824
add1_sdp,all,27,-5658.415659534877,-5580.539646445644
add1_sdp,all,28,-5522.005849090466,-5717.20606950436
add1_sdp,all,29,-5631.046304309988,-5617.538020243133
add1_sdp,all,30,-5551.784059569623,-5663.44525775353
add1_sdp,all,31,-5785.611834588853,-5444.283090534612
add1_sdp,all,32,-5630.689643760207,-5609.262886205306
add1_sdp,all,33,-5483.272755349853,-5749.119469060416
add1_sdp,all,34,-5572.448515879639,-5655.896933848349
add1_sdp,all,35,-5720.155289666083,-5517.321870727275
add1_sdp,all,36,-5744.602123241814,-5494.524809422129
add1_sdp,all,37,-5574.2708693649765,-5660.36783401563
add1_sdp,all,38,-5638.6573943456,-5615.782551984928
add1_sdp,all,39,-5638.465409820411,-5613.147011119086
add1_sdp,all,40,-5729.4197977880485,-5512.483661355664
add1_sdp,all,41,-5555.050058392691,-5689.830606854405
add1_sdp,all,42,-5550.93259874322,-5691.558154016529
add1_sdp,all,43,-5625.38702167862,-5611.171393666375
add1_sdp,all,44,-5515.08350850449,-5730.769540804463
add1_sdp,all,45,-5626.935584603533,-5623.296050810006
add1_sdp,all,46,-5612.449486505812,-5626.839324568277
add1_sdp,all,47,-5608.405186119601,-5641.68404976983
add1_sdp,all,48,-5705.84848748906,-5545.730482455851
add1_sdp,all,49,-5538.673418217977,-5683.83606623611
add1_sd,all,0,-5675.018244348267,-5560.448107485644
add1_sd,all,1,-5672.607381501764,-5568.477017933916
add1_sd,all,2,-5875.713768362842,-5362.653018893946
add1_sd,all,3,-5789.392739473127,-5449.226684784528
add1_sd,all,4,-5350.873302169,-5891.924158633146
add1_sd,all,5,-5526.562835668972,-5725.00617319865
add1_sd,all,6,-5535.392390624928,-5705.963609409908
add1_sd,all,7,-5636.819080324214,-5629.076008070418
add1_sd,all,8,-5652.351447300656,-5583.756999503988
add1_sd,all,9,-5576.802322170167,-5665.94755837572
add1_sd,all,10,-5561.320130431652,-5679.875794594327
add1_sd,all,11,-5737.18381427936,-5518.207443697949
add1_sd,all,12,-5496.914039062928,-5747.444955191526
add1_sd,all,13,-5691.273010103416,-5543.379954953412
add1_sd,all,14,-5593.080160649008,-5652.552597561928
add1_sd,all,15,-5694.70091400383,-5558.6908164233655
add1_sd,all,16,-5635.570657286498,-5624.585647231034
add1_sd,all,17,-5722.292032031911,-5509.629132701355
add1_sd,all,18,-5803.985912218798,-5427.919216856921
add1_sd,all,19,-5696.171721031869,-5545.617730780819
add1_sd,all,20,-5595.449787407022,-5637.115659177422
add1_sd,all,21,-5570.055224767121,-5661.985361107684
add1_sd,all,22,-5735.325125339335,-5516.836337632476
add1_sd,all,23,-5611.019875744442,-5626.946383480621
add1_sd,all,24,-5450.509146715368,-5784.737176340109
add1_sd,all,25,-5553.422813185638,-5697.775673949052
add1_sd,all,26,-5720.508690417206,-5527.866540524979
add1_sd,all,27,-5657.307695400767,-5587.423343089688
add1_sd,all,28,-5512.184760921076,-5717.157012696976
add1_sd,all,29,-5629.4999408244485,-5620.71368033412
add1_sd,all,30,-5549.373597628415,-5670.080797861953
add1_sd,all,31,-5788.480178455435,-5446.732474660764
add1_sd,all,32,-5630.131024795381,-5610.0004558101855
add1_sd,all,33,-5504.960017143866,-5760.374577233731
add1_sd,all,34,-5578.569162831631,-5661.9005166624365
add1_sd,all,35,-5721.096725470442,-5513.60515875752
add1_sd,all,36,-5743.485226363792,-5492.396509601516
add1_sd,all,37,-5574.426376841835,-5668.978478700881
add1_sd,all,38,-5628.429602933586,-5626.773770295204
add1_sd,all,39,-5626.598306017461,-5618.677720761203
add1_sd,all,40,-5732.299807490038,-5506.536720162839
add1_sd,all,41,-5546.1585671864095,-5677.716924687812
add1_sd,all,42,-5545.670173522035,-5688.415643489008
add1_sd,all,43,-5615.111841249232,-5616.670572876899
add1_sd,all,44,-5517.621714034299,-5731.659937421989
add1_sd,all,45,-5621.810149760372,-5618.066374697068
add1_sd,all,46,-5616.039847957469,-5628.949733935953
add1_sd,all,47,-5612.3922133818905,-5647.56465622517
add1_sd,all,48,-5700.430917881998,-5554.66751673836
add1_sd,all,49,-5546.094316247185,-5685.365869939045
add1_spmd,all,0,-5687.095352758526,-5565.636604233156
add1_spmd,all,1,-5683.691253234075,-5586.9708364374565
add1_spmd,all,2,-5874.621216063786,-5367.776242954845
add1_spmd,all,3,-5788.738080149684,-5447.201647885698
add1_spmd,all,4,-5351.824484884132,-5897.672945911993
add1_spmd,all,5,-5519.585884525984,-5706.694515420395
add1_spmd,all,6,-5533.07035135382,-5715.841574700329
add1_spmd,all,7,-5633.171465477813,-5618.9443604547705
add1_spmd,all,8,-5654.599955153028,-5577.014135148676
add1_spmd,all,9,-5575.543833083102,-5666.691971766389
add1_spmd,all,10,-5563.230252386297,-5684.98374077138
add1_spmd,all,11,-5742.403736858015,-5513.49769935553
add1_spmd,all,12,-5493.262124106952,-5761.640355469218
add1_spmd,all,13,-5695.643046462306,-5547.063446897482
add1_spmd,all,14,-5594.092737626986,-5651.7980686716055
add1_spmd,all,15,-5689.457544200754,-5551.827698470328
add1_spmd,all,16,-5633.705139481846,-5617.209060558705
add1_spmd,all,17,-5721.780891081119,-5517.844073530092
add1_spmd,all,18,-5807.911952543206,-5438.810014879269
add1_spmd,all,19,-5693.00362263408,-5558.039208360701
add1_spmd,all,20,-5611.908596497177,-5638.248580743039
add1_spmd,all,21,-5578.859346488155,-5667.237542183269
add1_spmd,all,22,-5729.879362161462,-5509.594841571086
add1_spmd,all,23,-5616.6386461866605,-5630.491257329666
add1_spmd,all,24,-5452.300388253807,-5791.805617438561
add1_spmd,all,25,-5541.890474958536,-5689.56666587308
add1_spmd,all,26,-5730.862121276991,-5515.366534956051
add1_spmd,all,27,-5654.53342714854,-5597.052365387362
add1_spmd,all,28,-5521.898103164723,-5712.842875273288
add1_spmd,all,29,-5627.786068120608,-5618.825582778663
add1_spmd,all,30,-5566.295885908555,-5671.631151528293
add1_spmd,all,31,-5785.907787219894,-5456.063272804581
add1_spmd,all,32,-5635.541863074172,-5613.532553041084
add1_spmd,all,33,-5499.392585232596,-5746.047513127625
add1_spmd,all,34,-5584.354303008456,-5666.97302249762
add1_spmd,all,35,-5711.138343339693,-5501.619535145939
add1_spmd,all,36,-5743.097163794711,-5491.081233109053
add1_spmd,all,37,-5579.64121119661,-5662.889340781355
add1_spmd,all,38,-5636.620625778085,-5626.534027292584
add1_spmd,all,39,-5624.6427702323535,-5620.249232912189
add1_spmd,all,40,-5725.081599748134,-5507.688290183727
add1_spmd,all,41,-5555.558319061188,-5683.661219842292
add1_spmd,all,42,-5543.1717903834615,-5698.846854074695
add1_spmd,all,43,-5622.149344132398,-5627.967473872234
add1_spmd,all,44,-5524.338147460254,-5720.007891887424
add1_spmd,all,45,-5631.566394353788,-5621.144694785802
add1_spmd,all,46,-5610.787572860407,-5629.747888955089
add1_spmd,all,47,-5600.742439058193,-5644.3292581366895
add1_spmd,all,48,-5698.404699002573,-5558.5091454797375
add1_spmd,all,49,-5543.50555412556,-5682.363401933377
add1_spm,all,0,-5683.7673133337785,-5558.317295893907
add1_spm,all,1,-5665.561970711608,-5565.881873692972
add1_spm,all,2,-5892.154868387438,-5367.070660240327
add1_spm,all,3,-5782.120856295052,-5444.988588615777
add1_spm,all,4,-5355.336515931252,-5893.817332341241
add1_spm,all,5,-5521.937069611317,-5714.262039320225
add1_spm,all,6,-5534.105504414065,-5708.677075093196
add1_spm,all,7,-5627.796850901874,-5618.6083988411365
add1_spm,all,8,-5663.9075766215765,-5577.9396704949
add1_spm,all,9,-5582.857910620913,-5670.987839957826
add1_spm,all,10,-5561.2638283352135,-5687.3063178045095
add1_spm,all,11,-5737.6902149989455,-5516.723408505337
add1_spm,all,12,-5491.117186655748,-5755.411315031638
add1_spm,all,13,-5695.463679518649,-5545.137379276445
add1_spm,all,14,-5586.48165820732,-5643.653762924731
add1_spm,all,15,-5704.242660581716,-5558.127065370964
add1_spm,all,16,-5640.921397671386,-5612.774340872565
add1_spm,all,17,-5719.792792837602,-5511.850841603251
add1_spm,all,18,-5802.436603232702,-5435.366060164473
add1_spm,all,19,-5695.303793692838,-5545.567968553618
add1_spm,all,20,-5603.832351482837,-5637.130934661869
add1_spm,all,21,-5580.973706854389,-5662.839949572023
add1_spm,all,22,-5733.483979159964,-5520.951879301991
add1_spm,all,23,-5611.872899044348,-5625.267437970891
add1_spm,all,24,-5447.281391943089,-5795.452627779574
add1_spm,all,25,-5540.229776614466,-5685.480550450723
add1_spm,all,26,-5724.081001386754,-5523.626356305419
add1_spm,all,27,-5650.672329103038,-5580.182836364014
add1_spm,all,28,-5515.55387827284,-5715.725642856815
add1_spm,all,29,-5640.667643723284,-5630.939642435476
add1_spm,all,30,-5568.172723464849,-5683.1523514050805
add1_spm,all,31,-5794.889497636461,-5456.980403348157
add1_spm,all,32,-5629.729747925506,-5604.078147361024
add1_spm,all,33,-5494.944565636862,-5745.716115955073
add1_spm,all,34,-5581.744219897979,-5661.139208687661
add1_spm,all,35,-5719.218120278644,-5498.071578124235
add1_spm,all,36,-5749.585696378879,-5496.66020016118
add1_spm,all,37,-5575.924900679879,-5670.479021530077
add1_spm,all,38,-5628.361644562945,-5619.332503501938
add1_spm,all,39,-5631.953146626883,-5628.009161033021
add1_spm,all,40,-5718.71713399178,-5516.947040120665
add1_spm,all,41,-5549.842207991529,-5690.109975603281
add1_spm,all,42,-5546.493946413329,-5688.66186428798
add1_spm,all,43,-5619.236215883807,-5630.586779675584
add1_spm,all,44,-5520.10662101552,-5728.238558799705
add1_spm,all,45,-5628.054648014858,-5605.404924964782
add1_spm,all,46,-5617.538068640928,-5636.131485279061
add1_spm,all,47,-5600.294312295036,-5656.619736190138
add1_spm,all,48,-5700.475454222602,-5545.756911272689
add1_spm,all,49,-5543.610697862175,-5697.262169271672
add1_spdm,all,0,-5677.140165464141,-5557.429634474116
add1_spdm,all,1,-5677.99569280476,-5572.751629837225
add1_spdm,all,2,-5878.078141614014,-5363.542696622267
add1_spdm,all,3,-5789.839959429613,-5464.684344531259
add1_spdm,all,4,-5367.631726578972,-5897.236365759564
add1_spdm,all,5,-5524.451810771787,-5724.0610178942525
add1_spdm,all,6,-5532.4263982758,-5704.0810235993
add1_spdm,all,7,-5631.742179178379,-5632.790054585441
add1_spdm,all,8,-5663.319068834188,-5589.758552351391
add1_spdm,all,9,-5585.955172893764,-5654.815254000695
add1_spdm,all,10,-5565.232202040536,-5677.693306887346
add1_spdm,all,11,-5745.350833684528,-5518.495137503738
add1_spdm,all,12,-5488.996270651656,-5753.090241756422
add1_spdm,all,13,-5703.066968587587,-5547.8534477643225
add1_spdm,all,14,-5587.324401019701,-5649.165631138843
add1_spdm,all,15,-5689.157633948128,-5546.163394160962
add1_spdm,all,16,-5645.703976023699,-5624.772757224331
add1_spdm,all,17,-5717.414546586297,-5516.488491705342
add1_spdm,all,18,-5808.572663052866,-5437.239836735759
add1_spdm,all,19,-5698.428364834979,-5556.201643687749
add1_spdm,all,20,-5602.728121767772,-5638.286662284534
add1_spdm,all,21,-5586.19561630047,-5674.401781016074
add1_spdm,all,22,-5724.086511033366,-5510.807909698015
add1_spdm,all,23,-5610.742972160268,-5635.7161114671
add1_spdm,all,24,-5441.870329163151,-5789.900838532307
add1_spdm,all,25,-5547.058942364401,-5686.144014683486
add1_spdm,all,26,-5739.183236475369,-5527.791408881133
add1_spdm,all,27,-5661.239873872627,-5605.377543887941
add1_spdm,all,28,-5523.997016095373,-5714.765351265725
add1_spdm,all,29,-5636.455736344373,-5608.93014531242
add1_spdm,all,30,-5557.559164655441,-5675.841755954628
add1_spdm,all,31,-5791.154513479096,-5461.429131537171
add1_spdm,all,32,-5627.269615376567,-5613.9506294942985
add1_spdm,all,33,-5507.69345299528,-5744.350598367105
add1_spdm,all,34,-5568.618510237888,-5666.619941021097
add1_spdm,all,35,-5726.621497922632,-5515.369261506196
add1_spdm,all,36,-5744.824860269174,-5487.206405467929
add1_spdm,all,37,-5585.614249909128,-5673.505524100795
add1_spdm,all,38,-5633.173781340422,-5618.157849034149
add1_spdm,all,39,-5626.548826476783,-5625.684750834641
add1_spdm,all,40,-5729.371827815848,-5516.936573848846
add1_spdm,all,41,-5562.353793132277,-5673.825869585776
add1_spdm,all,42,-5545.8558183014375,-5694.57495083053
add1_spdm,all,43,-5615.030711242114,-5622.423082495541
add1_spdm,all,44,-5519.071056332146,-5721.054039302063
add1_spdm,all,45,-5629.127345028004,-5616.379982085243
add1_spdm,all,46,-5616.052223122954,-5628.319820889991
add1_spdm,all,47,-5611.812597930934,-5641.837209781275
add1_spdm,all,48,-5699.923691449984,-5554.702860557676
add1_spdm,all,49,-5546.11299676626,-5687.3488224671255
add1_spd,all,0,-5687.436680345266,-5560.640888950826
add1_spd,all,1,-5672.109338270883,-5580.796706756766
add1_spd,all,2,-5876.230593915068,-5366.95585028278
add1_spd,all,3,-5789.990792356245,-5441.744746173271
add1_spd,all,4,-5347.941023018978,-5898.452855347396
add1_spd,all,5,-5529.120783552118,-5712.556232382913
add1_spd,all,6,-5525.096181117334,-5706.226756975524
add1_spd,all,7,-5630.096389768129,-5638.017540086749
add1_spd,all,8,-5658.682724745191,-5575.427096049231
add1_spd,all,9,-5586.5777349171,-5668.653561237641
add1_spd,all,10,-5555.188665207318,-5677.7548804834005
add1_spd,all,11,-5735.803819076357,-5502.549267114458
add1_spd,all,12,-5482.714611398907,-5757.067989061132
add1_spd,all,13,-5700.375670128831,-5543.860246101933
add1_spd,all,14,-5592.231407535704,-5655.5004129408135
add1_spd,all,15,-5694.290115797501,-5547.308695873592
add1_spd,all,16,-5641.618380360635,-5613.285734325031
add1_spd,all,17,-5726.497402206461,-5519.3560468499445
add1_spd,all,18,-5804.386617233178,-5437.188274395464
add1_spd,all,19,-5694.793706477289,-5556.848135941007
add1_spd,all,20,-5607.609544829089,-5635.083137215044
add1_spd,all,21,-5574.060962363818,-5667.117019732877
add1_spd,all,22,-5724.507876897562,-5506.148866646408
add1_spd,all,23,-5620.56674271285,-5620.992697708926
add1_spd,all,24,-5445.014535521361,-5794.471374841749
add1_spd,all,25,-5543.603628884659,-5690.497996678198
add1_spd,all,26,-5715.863511281384,-5509.071329586515
add1_spd,all,27,-5652.663134797545,-5587.591357615173
add1_spd,all,28,-5538.31284434692,-5709.290798551914
add1_spd,all,29,-5631.623547400092,-5616.812823130551
add1_spd,all,30,-5554.293253078999,-5680.928881415241
add1_spd,all,31,-5795.062131620606,-5459.45826425328
add1_spd,all,32,-5622.260912964987,-5603.588026903328
add1_spd,all,33,-5497.673586369937,-5742.786842164443
add1_spd,all,34,-5579.002496088615,-5674.103278719482
add1_spd,all,35,-5713.721088655373,-5505.087148649977
add1_spd,all,36,-5758.338180688862,-5493.30372805111
add1_spd,all,37,-5583.805493967395,-5673.925103751229
add1_spd,all,38,-5628.903548855058,-5617.484439296794
add1_spd,all,39,-5623.850715632673,-5617.122746487631
add1_spd,all,40,-5728.381109731697,-5510.623847536515
add1_spd,all,41,-5541.791326701959,-5686.718906257847
add1_spd,all,42,-5553.394302182339,-5701.302129737698
add1_spd,all,43,-5630.166847591847,-5620.30611207033
add1_spd,all,44,-5512.508941754802,-5726.774654334176
add1_spd,all,45,-5621.826576624137,-5611.773264427194
add1_spd,all,46,-5621.947490468559,-5627.950948201831
add1_spd,all,47,-5597.702418463183,-5642.86544509723
add1_spd,all,48,-5697.327957496737,-5548.696471480615
add1_spd,all,49,-5551.270076517907,-5693.972962194025
add1_s,all,0,-5678.16536250712,-5553.264545771546
add1_s,all,1,-5669.740889855545,-5566.280386436711
add1_s,all,2,-5883.146546692676,-5353.839461144406
add1_s,all,3,-5793.660230215614,-5446.181484607552
add1_s,all,4,-5351.192969071798,-5895.9018025593605
add1_s,all,5,-5510.973972540493,-5714.795216917507
add1_s,all,6,-5526.51465389321,-5709.278256093672
add1_s,all,7,-5626.893791032095,-5612.600849290997
add1_s,all,8,-5660.249062318766,-5579.514375892014
add1_s,all,9,-5580.773173228059,-5650.794178351922
add1_s,all,10,-5556.893398671568,-5696.15849293046
add1_s,all,11,-5737.891524466018,-5512.880774992236
add1_s,all,12,-5486.359109145157,-5753.454202112134
add1_s,all,13,-5689.240826868552,-5541.969657215401
add1_s,all,14,-5589.284127937519,-5636.164589916816
add1_s,all,15,-5692.906306365721,-5546.659438211246
add1_s,all,16,-5630.21978497936,-5614.261984620632
add1_s,all,17,-5713.14608737455,-5510.2486665977085
add1_s,all,18,-5809.559748376215,-5428.441331115237
add1_s,all,19,-5684.728317932547,-5549.274582798939
add1_s,all,20,-5594.256626517618,-5633.356940406656
add1_s,all,21,-5570.170515114276,-5663.420392923231
add1_s,all,22,-5718.231130308303,-5506.709072630136
add1_s,all,23,-5619.542402659125,-5623.173198049352
add1_s,all,24,-5441.842625888829,-5787.029929362989
add1_s,all,25,-5544.2059622532415,-5692.900236755981
add1_s,all,26,-5720.506151163922,-5518.991165784939
add1_s,all,27,-5654.26808675755,-5585.50753574924
add1_s,all,28,-5509.6343810995695,-5703.437164363147
add1_s,all,29,-5634.01378019778,-5612.015953220266
add1_s,all,30,-5548.345964624472,-5678.454871143256
add1_s,all,31,-5786.16357701111,-5454.900675804109
add1_s,all,32,-5625.000185788216,-5604.550293890768
add1_s,all,33,-5499.591272051111,-5752.581548115717
add1_s,all,34,-5575.876162655584,-5656.042990314963
add1_s,all,35,-5715.132026842922,-5512.528857712443
add1_s,all,36,-5741.181071221263,-5488.386575214605
add1_s,all,37,-5568.601767712896,-5665.976033058502
add1_s,all,38,-5626.558719797056,-5618.595004465118
add1_s,all,39,-5620.461779539784,-5615.7204165331095
add1_s,all,40,-5721.382206891393,-5500.069656403586
add1_s,all,41,-5559.017799217402,-5683.570361512135
add1_s,all,42,-5547.358238547146,-5698.430005551849
add1_s,all,43,-5629.18232565108,-5624.349297951922
add1_s,all,44,-5519.037280290256,-5713.353698222257
add1_s,all,45,-5627.433084381904,-5609.852041764191
add1_s,all,46,-5620.311296164738,-5631.72011888147
add1_s,all,47,-5591.2342635101,-5636.517361973264
add1_s,all,48,-5702.663921892659,-5548.374730009952
add1_s,all,49,-5542.318489521515,-5687.116021191628
add1_msdp,all,0,-5682.451608490191,-5565.31252819603
add1_msdp,all,1,-5669.197585186705,-5574.328292723215
add1_msdp,all,2,-5877.630948769416,-5381.844477808977
add1_msdp,all,3,-5789.534331985349,-5444.426783715487
add1_msdp,all,4,-5342.512501721631,-5893.6086375859
add1_msdp,all,5,-5525.771149980113,-5721.394146114351
add1_msdp,all,6,-5532.395426071173,-5712.802799927322
add1_msdp,all,7,-5625.196661025819,-5629.907394514795
add1_msdp,all,8,-5649.747078114362,-5580.920481509157
add1_msdp,all,9,-5573.6361927567,-5651.756235594845
add1_msdp,all,10,-5556.900345313318,-5684.7428958076725
add1_msdp,all,11,-5732.144280770073,-5505.236387360427
add1_msdp,all,12,-5482.11315890991,-5749.031539845084
add1_msdp,all,13,-5696.722144667011,-5534.550214617156
add1_msdp,all,14,-5585.153998838402,-5636.767616850765
add1_msdp,all,15,-5694.995301805995,-5540.884005823496
add1_msdp,all,16,-5622.818062022915,-5623.808981366137
add1_msdp,all,17,-5711.7880937709015,-5509.73060530446
add1_msdp,all,18,-5794.982841567651,-5434.493747047865
add1_msdp,all,19,-5702.734338199353,-5546.76544599483
add1_msdp,all,20,-5605.222260540744,-5641.756296852319
add1_msdp,all,21,-5580.761059452914,-5675.2478612268105
add1_msdp,all,22,-5717.728597456917,-5501.999931895029
add1_msdp,all,23,-5608.856699836115,-5613.398455154839
add1_msdp,all,24,-5435.437131061893,-5786.584252215894
add1_msdp,all,25,-5543.472933057697,-5688.229503897861
add1_msdp,all,26,-5725.826957583342,-5525.134087610194
add1_msdp,all,27,-5649.989409741419,-5596.356513692867
add1_msdp,all,28,-5534.097682824416,-5709.994732286626
add1_msdp,all,29,-5645.174387821585,-5609.980242940198
add1_msdp,all,30,-5556.616244792514,-5674.662606248759
add1_msdp,all,31,-5783.640856172707,-5457.294357587843
add1_msdp,all,32,-5636.412432089138,-5607.0293935494965
add1_msdp,all,33,-5498.742963111138,-5747.878228853102
add1_msdp,all,34,-5572.503247872631,-5659.519581245787
add1_msdp,all,35,-5721.629890854011,-5518.3622951877005
add1_msdp,all,36,-5746.606570541886,-5492.58226911161
add1_msdp,all,37,-5578.581103074838,-5671.968304027762
add1_msdp,all,38,-5623.357678916533,-5616.24041363156
add1_msdp,all,39,-5627.575510482887,-5629.315028786634
add1_msdp,all,40,-5728.2288719168455,-5502.047524022628
add1_msdp,all,41,-5556.917375772783,-5674.923195211517
add1_msdp,all,42,-5555.843116327589,-5683.707065913904
add1_msdp,all,43,-5616.578788892926,-5615.061361887827
add1_msdp,all,44,-5534.874777469492,-5728.26979109523
add1_msdp,all,45,-5623.510027062344,-5611.760918997386
add1_msdp,all,46,-5612.452277205523,-5645.451026427472
add1_msdp,all,47,-5601.455258340362,-5653.177501256241
add1_msdp,all,48,-5705.741030683352,-5544.360470780939
add1_msdp,all,49,-5550.233017039491,-5680.792164216011
add1_msd,all,0,-5671.317414543584,-5573.906361555831
add1_msd,all,1,-5667.220070161433,-5572.8834852543205
add1_msd,all,2,-5875.89783044523,-5361.918161236917
add1_msd,all,3,-5794.108819340727,-5450.1388611763805
add1_msd,all,4,-5342.047076135533,-5886.2089627840905
add1_msd,all,5,-5520.078287904875,-5714.792387310871
add1_msd,all,6,-5533.789156676196,-5708.848362455031
add1_msd,all,7,-5624.758678371392,-5624.395741092064
add1_msd,all,8,-5657.2743444986745,-5580.453617008883
add1_msd,all,9,-5558.497977441634,-5651.040084064482
add1_msd,all,10,-5562.849561808526,-5678.115314423897
add1_msd,all,11,-5730.968031620353,-5505.753067319141
add1_msd,all,12,-5483.57544032035,-5748.544993550486
add1_msd,all,13,-5688.172252845595,-5543.15966456422
add1_msd,all,14,-5588.610531922062,-5641.96134507302
add1_msd,all,15,-5694.791845997738,-5545.705326855657
add1_msd,all,16,-5625.13497927485,-5626.2012230096025
add1_msd,all,17,-5717.266529179361,-5514.278416568398
add1_msd,all,18,-5802.5644681760605,-5433.70041764455
add1_msd,all,19,-5702.6485061314215,-5556.12383171833
add1_msd,all,20,-5596.107649879125,-5627.742318401422
add1_msd,all,21,-5571.803956354816,-5668.521773978456
add1_msd,all,22,-5718.8715566457095,-5512.6100902150665
add1_msd,all,23,-5611.620953545001,-5614.7848547348
add1_msd,all,24,-5438.670876450944,-5794.025871212233
add1_msd,all,25,-5545.3338165232535,-5673.585999642374
add1_msd,all,26,-5735.607458751868,-5524.979794206945
add1_msd,all,27,-5660.743652990041,-5596.433070171194
add1_msd,all,28,-5516.923785276121,-5716.492064637837
add1_msd,all,29,-5631.711756157949,-5612.894506419252
add1_msd,all,30,-5544.464697319429,-5670.718876971373
add1_msd,all,31,-5788.478596082003,-5450.886580286639
add1_msd,all,32,-5632.969397021757,-5609.570744344995
add1_msd,all,33,-5495.81239258446,-5754.815632162135
add1_msd,all,34,-5580.753937658616,-5661.7845553572815
add1_msd,all,35,-5722.854224764508,-5507.97412934133
add1_msd,all,36,-5737.005424772003,-5481.127610047003
add1_msd,all,37,-5574.139470458684,-5655.874619494796
add1_msd,all,38,-5623.782612699313,-5619.880305880605
add1_msd,all,39,-5628.447216779515,-5607.363007320568
add1_msd,all,40,-5724.409857577466,-5508.646055586508
add1_msd,all,41,-5554.570371729801,-5688.130517947046
add1_msd,all,42,-5537.786155595347,-5690.198315169711
add1_msd,all,43,-5624.359027562215,-5620.399669157901
add1_msd,all,44,-5524.206626758483,-5711.97293506086
add1_msd,all,45,-5615.479125299157,-5615.375850624133
add1_msd,all,46,-5615.118279845661,-5637.072570586379
add1_msd,all,47,-5593.369193414238,-5636.12639779438
add1_msd,all,48,-5701.7331216654975,-5544.391457896452
add1_msd,all,49,-5552.848184217458,-5680.84673984592
add1_mspd,all,0,-5682.681414887256,-5567.970640884569
add1_mspd,all,1,-5665.030677682872,-5569.857752670523
add1_mspd,all,2,-5882.17560615999,-5359.762833823571
add1_mspd,all,3,-5787.5740115358685,-5451.138667991572
add1_mspd,all,4,-5342.68607390696,-5895.521995171703
add1_mspd,all,5,-5525.879836102693,-5716.085410067749
add1_mspd,all,6,-5539.300729297377,-5711.122063133255
add1_mspd,all,7,-5623.856426971838,-5634.21087660408
add1_mspd,all,8,-5654.744064924572,-5599.464959613145
add1_mspd,all,9,-5571.986907519496,-5665.578002494935
add1_mspd,all,10,-5555.241052352658,-5674.548752024661
add1_mspd,all,11,-5737.778764978935,-5520.581414405164
add1_mspd,all,12,-5489.604867133231,-5748.3054608437
add1_mspd,all,13,-5687.686945500269,-5542.626998284391
add1_mspd,all,14,-5593.771932212842,-5653.02320443772
add1_mspd,all,15,-5699.273433136101,-5543.895071872619
add1_mspd,all,16,-5628.632707604917,-5609.733347626205
add1_mspd,all,17,-5728.089934704664,-5521.76614840221
add1_mspd,all,18,-5812.968523048921,-5444.844376963117
add1_mspd,all,19,-5706.682323712594,-5563.729445700659
add1_mspd,all,20,-5604.881160071788,-5641.705126748391
add1_mspd,all,21,-5580.286038721189,-5675.39939959561
add1_mspd,all,22,-5721.477197404001,-5510.177559078698
add1_mspd,all,23,-5605.361933485103,-5623.641812760935
add1_mspd,all,24,-5451.344718475624,-5794.879097342172
add1_mspd,all,25,-5558.710139963732,-5688.212551636895
add1_mspd,all,26,-5727.388340469423,-5522.77409150816
add1_mspd,all,27,-5655.864381137645,-5595.577830380968
add1_mspd,all,28,-5529.034914193003,-5714.87572760829
add1_mspd,all,29,-5633.042848424806,-5615.56473321904
add1_mspd,all,30,-5558.678573596496,-5675.993394072508
add1_mspd,all,31,-5789.528781806583,-5444.479870509022
add1_mspd,all,32,-5630.258276001489,-5612.618811422712
add1_mspd,all,33,-5503.008986942966,-5744.512571679864
add1_mspd,all,34,-5579.37605308111,-5664.211684732798
add1_mspd,all,35,-5723.326129919144,-5515.472613620267
add1_mspd,all,36,-5746.758462273976,-5494.109874516088
add1_mspd,all,37,-5576.9748772099765,-5668.102658990576
add1_mspd,all,38,-5628.39182915841,-5617.96626022553
add1_mspd,all,39,-5630.336981714649,-5625.549239685552
add1_mspd,all,40,-5740.800550132176,-5500.532753787814
add1_mspd,all,41,-5548.4773767249135,-5691.863672448882
add1_mspd,all,42,-5557.1032827057,-5696.346571778707
add1_mspd,all,43,-5617.304339058221,-5620.650166406015
add1_mspd,all,44,-5526.115794144461,-5732.92718857681
add1_mspd,all,45,-5630.622424898953,-5618.081835198497
add1_mspd,all,46,-5607.549489269416,-5634.041342788257
add1_mspd,all,47,-5597.906692279184,-5651.557780554638
add1_mspd,all,48,-5705.4811983321415,-5559.764339860754
add1_mspd,all,49,-5544.845187562094,-5700.653533252573
add1_msp,all,0,-5682.780909529996,-5560.439394488932
add1_msp,all,1,-5676.264970843788,-5568.692369158329
add1_msp,all,2,-5884.081971066444,-5368.987220836177
