Strategy,FitType,CVOrder,FitLLH,CVLLH,AddStratParam
add1_dsp,all,12,-5488.659944121103,-5745.032654364674,0.0284308224566182
add1_dsp,all,13,-5684.405247118342,-5541.5100688666535,0.0250317309171401
add1_dsp,all,14,-5592.613532034393,-5641.149835217548,0.0308708282925399
add1_dsp,all,15,-5696.361621595833,-5557.339528190832,0.0180243473728355
add1_dsp,all,16,-5636.644596950428,-5624.395942656085,0.0279389822265173
add1_dsp,all,17,-5729.343641423144,-5517.095045252822,0.0158520932485738
add1_dsp,all,18,-5812.806585567999,-5438.124637714904,0.0094939697170812
add1_dsp,all,19,-5698.47373591113,-5546.2511460417945,0.0288344497620096
add1_dsp,all,20,-5602.859953448207,-5629.095589746131,0.01637552707613
add1_dsp,all,21,-5574.613343895479,-5660.256299658418,0.0164884738566083
add1_dsp,all,22,-5723.874018510919,-5507.224738067811,0.0258870507886028
add1_dsp,all,23,-5619.559857607586,-5629.815053318231,0.0240020007067807
add1_dsp,all,24,-5438.426714411815,-5785.843359506332,0.0342486818302034
add1_dsp,all,25,-5550.863087379409,-5685.89031439271,0.0256560658358001
add1_dsp,all,26,-5723.007831466924,-5517.227279162107,0.0169492297966358
add1_dsp,all,27,-5664.750676944082,-5587.803725207103,0.0164306497185278
add1_dsp,all,28,-5522.114270298312,-5703.810102770464,0.0175384214739608
add1_dsp,all,29,-5633.725124959249,-5612.607260863307,0.0193309494810519
add1_dsp,all,30,-5568.433117222765,-5681.057483222566,0.0141142243571088
add1_dsp,all,31,-5792.711016576629,-5443.06233902916,0.0267098705900148
add1_dsp,all,32,-5630.469168474522,-5599.476014696837,0.0403378813684592
add1_dsp,all,33,-5488.248322917426,-5753.690969015041,0.0665728107001667
add1_dsp,all,34,-5573.726335108311,-5658.62678826008,0.0254298317521085
add1_dsp,all,35,-5720.819853029215,-5518.9744691602655,0.0140413830473302
add1_dsp,all,36,-5754.998564558305,-5490.1952145228415,0.029925246004786
add1_dsp,all,37,-5571.408708353973,-5652.360445750212,0.0191373035549002
add1_dsp,all,38,-5624.2672199614,-5619.990939706628,0.0255326865563765
add1_dsp,all,39,-5628.334233471018,-5618.810832149224,0.0134455533214598
add1_dsp,all,40,-5730.021858989494,-5500.548965100607,0.0163011235677503
add1_dsp,all,41,-5560.463184792622,-5691.61422882864,0.0147166185427558
add1_dsp,all,42,-5544.580528483788,-5689.4966795168175,0.0193610487273947
add1_dsp,all,43,-5620.627711187384,-5610.553648385795,0.0269729981487044
add1_dsp,all,44,-5527.336590623551,-5730.588509831088,0.0292263733994511
add1_dsp,all,45,-5627.680864835271,-5613.326470964935,0.0288391076340153
add1_dsp,all,46,-5614.909052785773,-5621.1466434819295,0.0293534229136093
add1_dsp,all,47,-5603.994353306332,-5648.250133349716,0.0121630701877202
add1_dsp,all,48,-5705.373450916602,-5540.380128313465,0.0117183450379037
add1_dsp,all,49,-5543.278306926471,-5692.131842628699,0.0282365938172357
add1_ds,all,0,-5688.499198190251,-5555.654354445153,0.0096679425017574
add1_ds,all,1,-5668.533724401444,-5568.087870402198,0.0101775713212219
add1_ds,all,2,-5877.524701088103,-5358.226983416069,0.0199749976822888
add1_ds,all,3,-5800.299983579938,-5455.425251200995,0.0127944521888962
add1_ds,all,4,-5348.355019951299,-5891.372602857876,0.0090671946006324
add1_ds,all,5,-5525.30327655799,-5725.638569499297,0.026793769392092
add1_ds,all,6,-5530.899439865605,-5708.801951971581,0.0151125409149475
add1_ds,all,7,-5631.458591040285,-5635.7967486773405,0.0050904423884485
add1_ds,all,8,-5660.800997373696,-5597.60974579482,0.0182446606748735
add1_ds,all,9,-5576.83536910775,-5675.054422932894,0.0216449850753087
add1_ds,all,10,-5560.716384800721,-5680.312902544218,0.0237743560983781
add1_ds,all,11,-5738.141294803722,-5513.857527897585,0.0205695661315267
add1_ds,all,12,-5484.684408559268,-5750.519274085752,0.0133804913767353
add1_ds,all,13,-5701.351305044554,-5537.083853205627,0.0197796311471623
add1_ds,all,14,-5587.187928084438,-5642.879792329736,0.0212345433169896
add1_ds,all,15,-5702.169463861931,-5552.760674991052,0.0031033030493705
add1_ds,all,16,-5626.795682617069,-5625.725140443962,0.0165575065351249
add1_ds,all,17,-5712.848360090254,-5519.5971463828855,0.0023770722227242
add1_ds,all,18,-5807.834243987105,-5432.923539617045,0.0057065096567017
add1_ds,all,19,-5701.700321565373,-5544.933067425716,0.0207052213903019
add1_ds,all,20,-5610.693986425978,-5636.91767287881,0.0137813175077582
add1_ds,all,21,-5573.77170569702,-5658.43816643914,0.0089396064006026
add1_ds,all,22,-5731.811892123393,-5511.885159901435,0.0169475141860358
add1_ds,all,23,-5614.210456060099,-5613.953018293271,0.0126614943210222
add1_ds,all,24,-5452.152992012362,-5798.655239693296,0.0219120036806604
add1_ds,all,25,-5543.525375428741,-5689.088428177563,0.0193298495626654
add1_ds,all,26,-5717.581761495762,-5519.287929683194,0.0094540532926736
add1_ds,all,27,-5655.75508516504,-5582.2834290670025,0.010168745496679
add1_ds,all,28,-5527.075130479799,-5712.331820009724,0.003733090773345
add1_ds,all,29,-5636.442897261111,-5621.181496931191,0.0086177174767605
add1_ds,all,30,-5560.259218860281,-5672.647655520754,0.0089817925337409
add1_ds,all,31,-5792.082448083547,-5456.292233478972,0.017909437034777
add1_ds,all,32,-5636.965302606599,-5616.745519133928,0.0303837923698338
add1_ds,all,33,-5505.392929088296,-5768.339349751395,0.0287105220364009
add1_ds,all,34,-5571.620579424695,-5661.881703395079,0.0172526039582194
add1_ds,all,35,-5730.882025171474,-5513.762693627308,0.0098909880391706
add1_ds,all,36,-5750.104365514399,-5493.77165710031,0.0184748247813153
add1_ds,all,37,-5571.048975305211,-5664.691403800014,0.0085599261765164
add1_ds,all,38,-5624.472964184259,-5626.107555425797,0.0105595953633561
add1_ds,all,39,-5623.4901342657295,-5610.247599224552,0.0075155323517483
add1_ds,all,40,-5728.464528677769,-5513.921768906475,0.0086848041708795
add1_ds,all,41,-5554.498636455957,-5679.964692283052,0.0091078252760239
add1_ds,all,42,-5548.687989285759,-5694.572761235813,0.013478449243384
add1_ds,all,43,-5617.50157622744,-5608.126189951344,0.0226871373525364
add1_ds,all,44,-5516.8365381215135,-5737.583632108217,0.0245215288310944
add1_ds,all,45,-5626.127500674718,-5617.672699064407,0.0195805202424326
add1_ds,all,46,-5618.297453418243,-5627.056620378636,0.0244873687462254
add1_ds,all,47,-5608.95737817814,-5653.426103009208,0.0093963941594967
add1_ds,all,48,-5699.854307644206,-5550.108575616253,0.0055569193418343
add1_ds,all,49,-5550.710265785463,-5700.093447500081,0.0217689596173728
add1_dmsp,all,0,-5675.677450999696,-5560.435636124155,0.0262922319393797
add1_dmsp,all,1,-5675.533243977161,-5574.110546762665,0.0281569865150741
add1_dmsp,all,2,-5885.175433483475,-5352.618931505966,0.0353637825775802
add1_dmsp,all,3,-5796.763344369984,-5448.098295970149,0.0279151693535308
add1_dmsp,all,4,-5347.666888080591,-5888.105147545285,0.024008789147832
add1_dmsp,all,5,-5536.383620604442,-5708.7056104217545,0.0460109685969423
add1_dmsp,all,6,-5537.638257171739,-5714.697861141813,0.0397862085429014
add1_dmsp,all,7,-5627.505972991897,-5621.636488229781,0.0238008169461408
add1_dmsp,all,8,-5669.972012441584,-5591.991920417247,0.0408013055325391
add1_dmsp,all,9,-5578.621314577099,-5654.015200257594,0.0323627220905237
add1_dmsp,all,10,-5559.347630719189,-5680.670005400492,0.0272148988605372
add1_dmsp,all,11,-5739.634993961531,-5514.713892278303,0.0372907407673315
add1_dmsp,all,12,-5494.881300355765,-5740.030195611919,0.0302274505699711
add1_dmsp,all,13,-5698.588918679095,-5530.35109810814,0.0337228656241968
add1_dmsp,all,14,-5589.472250609764,-5640.412032062887,0.0315865812964941
add1_dmsp,all,15,-5703.426279201823,-5550.475677930303,0.0291216711329386
add1_dmsp,all,16,-5637.022742123232,-5628.3024015617775,0.0398098142392316
add1_dmsp,all,17,-5720.479834290182,-5510.279278308099,0.0214611968926415
add1_dmsp,all,18,-5822.035232608721,-5435.512161293962,0.0216140271904558
add1_dmsp,all,19,-5700.640717841449,-5538.224929380638,0.0320034232291596
add1_dmsp,all,20,-5596.254309802642,-5627.248523412919,0.0205351924993962
add1_dmsp,all,21,-5584.038094833815,-5655.504611367614,0.0309167108820699
add1_dmsp,all,22,-5724.201380744147,-5508.054381766136,0.0350736510058227
add1_dmsp,all,23,-5624.376367204084,-5632.967439794305,0.0332075065690695
add1_dmsp,all,24,-5429.174391158821,-5791.761965429483,0.0556414332839258
add1_dmsp,all,25,-5546.785843602078,-5674.73363077647,0.0329631544830023
add1_dmsp,all,26,-5711.519831208459,-5507.132543253423,0.0262127183038534
add1_dmsp,all,27,-5658.513305371006,-5579.600006572709,0.0224853342043399
add1_dmsp,all,28,-5530.871068260884,-5710.978895682766,0.0272227411381155
add1_dmsp,all,29,-5636.816700046958,-5615.125661937454,0.027363839861283
add1_dmsp,all,30,-5562.592139823095,-5666.611155255377,0.0203516347211758
add1_dmsp,all,31,-5793.515352771887,-5437.236125124421,0.0348802190105347
add1_dmsp,all,32,-5626.102826147032,-5603.553129445037,0.0404243352900585
add1_dmsp,all,33,-5486.244100143169,-5745.423397050358,0.0694259935405288
add1_dmsp,all,34,-5577.732635476535,-5652.339227644535,0.030887973900425
add1_dmsp,all,35,-5713.382912108331,-5508.556623594114,0.0176995762420214
add1_dmsp,all,36,-5747.947411190913,-5505.081621667471,0.0363253785676652
add1_dmsp,all,37,-5573.796185493223,-5650.980113659501,0.0288950641444247
add1_dmsp,all,38,-5631.323357303148,-5624.260633643442,0.0377310457520555
add1_dmsp,all,39,-5629.91694775613,-5616.921986892271,0.016734364067825
add1_dmsp,all,40,-5720.19392800927,-5494.496980641271,0.0247467434614894
add1_dmsp,all,41,-5554.035301573598,-5684.397715939649,0.0216112541612513
add1_dmsp,all,42,-5545.573363832125,-5686.719540288423,0.0221034521120486
add1_dmsp,all,43,-5614.278117296571,-5615.46752526901,0.0336034158297223
add1_dmsp,all,44,-5516.626205190573,-5713.257100565968,0.0523122725187915
add1_dmsp,all,45,-5623.402394292159,-5610.731193163015,0.0296581152972476
add1_dmsp,all,46,-5615.568225097053,-5605.544589761961,0.0374557925716051
add1_dmsp,all,47,-5601.317835554357,-5642.967653142548,0.0152446614332563
add1_dmsp,all,48,-5705.500677741447,-5539.486536882375,0.0164576008980168
add1_dmsp,all,49,-5546.048534808477,-5689.630106567037,0.0563939587265483
add1_dms,all,0,-5679.377773190502,-5553.751127237028,0.0281896151529524
add1_dms,all,1,-5675.081901404238,-5576.323493747754,0.0266133995336833
add1_dms,all,2,-5881.008743820792,-5349.726284308802,0.0344527990738815
add1_dms,all,3,-5796.471294031879,-5435.782422064527,0.0277930438869149
add1_dms,all,4,-5344.772239196964,-5898.356457529087,0.0216228560396645
add1_dms,all,5,-5508.6045647478,-5718.661236612676,0.0651264338815603
add1_dms,all,6,-5521.183816451986,-5707.794320935627,0.0478291024378986
add1_dms,all,7,-5639.085708328264,-5621.124224637165,0.0264517747913538
add1_dms,all,8,-5650.069417473785,-5579.767678794291,0.0464722946421901
add1_dms,all,9,-5587.079732187925,-5665.118844231393,0.0327619287219225
add1_dms,all,10,-5563.574160168001,-5679.633163669858,0.0283059044600273
add1_dms,all,11,-5738.672984518961,-5523.292218505146,0.0433750377422695
add1_dms,all,12,-5493.019411719592,-5745.874773497803,0.0297095109458577
add1_dms,all,13,-5690.390910501353,-5531.586827747924,0.0329655825350044
add1_dms,all,14,-5591.538950745866,-5638.311717379605,0.0335888676159125
add1_dms,all,15,-5686.068358039938,-5548.602982839952,0.0288072284137113
add1_dms,all,16,-5622.758613473356,-5615.328389849942,0.0586182292686212
add1_dms,all,17,-5727.761976073576,-5514.442426845396,0.0191693012361368
add1_dms,all,18,-5818.82137375754,-5427.927037566703,0.0161477215602557
add1_dms,all,19,-5699.260168393257,-5545.669215850111,0.0362635111287366
add1_dms,all,20,-5598.307372923704,-5628.456780294492,0.0225558218642383
add1_dms,all,21,-5579.10322375108,-5649.231730953609,0.0304424206055143
add1_dms,all,22,-5727.888176552615,-5504.212805821919,0.0328818445525449
add1_dms,all,23,-5613.58009425562,-5626.388792435256,0.0309668140402739
add1_dms,all,24,-5443.661705311339,-5782.177703959451,0.0393726497041687
add1_dms,all,25,-5554.411729050727,-5685.674310837553,0.032145682923572
add1_dms,all,26,-5721.664264412557,-5526.713949452168,0.0242699546837891
add1_dms,all,27,-5660.357301148423,-5573.677762660992,0.0238369277247778
add1_dms,all,28,-5529.235857201615,-5712.038267814737,0.0281523230350263
add1_dms,all,29,-5629.51103908043,-5610.785933362666,0.0280266278106651
add1_dms,all,30,-5561.208905221339,-5671.10047677859,0.0237528127400189
add1_dms,all,31,-5795.292277229366,-5443.211958135663,0.0309797410245557
add1_dms,all,32,-5638.134301687459,-5602.114069044554,0.0391455523017945
add1_dms,all,33,-5499.273999939854,-5759.031581869426,0.0435505338125708
add1_dms,all,34,-5574.279241568329,-5653.075502139037,0.0326428677424894
add1_dms,all,35,-5726.105040255833,-5501.003291783808,0.0193289347523846
add1_dms,all,36,-5746.164166879526,-5493.199072131847,0.0368730764960813
add1_dms,all,37,-5582.2657086490535,-5658.208636966509,0.0249610250902095
add1_dms,all,38,-5623.839391166655,-5618.514560776736,0.0353200175440594
add1_dms,all,39,-5629.045333559568,-5607.370743163594,0.0191590127518219
add1_dms,all,40,-5727.017424454725,-5504.294432936129,0.02785708545527
add1_dms,all,41,-5554.969533773233,-5683.520176928636,0.0231982551248216
add1_dms,all,42,-5546.199705334808,-5694.569140598753,0.0264528537583932
add1_dms,all,43,-5620.155067042006,-5615.200362333385,0.0323199818701439
add1_dms,all,44,-5513.935465628285,-5717.840207567911,0.0368242271948657
add1_dms,all,45,-5617.33041803642,-5604.446617665155,0.0497512271462809
add1_dms,all,46,-5609.455393725714,-5623.248495683781,0.0422605489915913
add1_dms,all,47,-5596.475268172638,-5634.7703588792165,0.0145685028448832
add1_dms,all,48,-5705.548140137971,-5542.124129070162,0.0199982647122349
add1_dms,all,49,-5554.790990890497,-5685.413411834931,0.0355170835893296
add1_dmps,all,0,-5690.943078549405,-5557.539688232721,0.0194590828208362
add1_dmps,all,1,-5674.466721162835,-5571.606357705703,0.0207743716706855
add1_dmps,all,2,-5891.054835657105,-5354.534084533738,0.0310929480122382
add1_dmps,all,3,-5791.609394042438,-5455.667403626767,0.0221312223368153
add1_dmps,all,4,-5343.96106161638,-5895.870222948884,0.0199036211968523
add1_dmps,all,5,-5524.040531812828,-5699.7240772800205,0.0367247708380154
add1_dmps,all,6,-5531.506162435701,-5710.229517720251,0.0325502381063797
add1_dmps,all,7,-5630.130965770615,-5627.187155789322,0.022161200881519
add1_dmps,all,8,-5661.2157689460055,-5596.5360344238015,0.0306851438172513
add1_dmps,all,9,-5576.064733619053,-5657.146999460177,0.028766574785255
add1_dmps,all,10,-5554.860056665233,-5683.618900360187,0.0223244187345126
add1_dmps,all,11,-5728.642225660785,-5518.75451227648,0.0346586660141587
add1_dmps,all,12,-5490.194375483056,-5745.02265654808,0.0266725983542688
add1_dmps,all,13,-5693.282303041106,-5539.584899824028,0.0261283291106483
add1_dmps,all,14,-5587.869282596745,-5650.901332932314,0.0280451373350089
add1_dmps,all,15,-5698.012522591901,-5551.423409653788,0.0197742421551206
add1_dmps,all,16,-5628.048695158216,-5624.11626914763,0.0305479538601866
add1_dmps,all,17,-5728.312299327777,-5518.414000775903,0.0164900656399458
add1_dmps,all,18,-5809.35627660683,-5423.466057646199,0.0159574338776986
add1_dmps,all,19,-5693.22083948708,-5546.669863961599,0.0227394020186788
add1_dmps,all,20,-5602.555600439279,-5628.511958580369,0.0184749067770217
add1_dmps,all,21,-5583.091832496988,-5673.327195811779,0.0254799655277319
add1_dmps,all,22,-5724.803842041106,-5508.134033676253,0.0256489517726533
add1_dmps,all,23,-5613.648901693335,-5634.137917237562,0.0220377462465924
add1_dmps,all,24,-5448.591940988268,-5791.670960908708,0.0347866876636632
add1_dmps,all,25,-5551.590177737703,-5691.932129400694,0.0222149528856317
add1_dmps,all,26,-5723.6030735839,-5516.930511490758,0.0174117258514702
add1_dmps,all,27,-5656.341140020254,-5584.970983738273,0.0244332571845618
add1_dmps,all,28,-5532.282962208074,-5712.780009038457,0.0215444243651038
add1_dmps,all,29,-5632.549799163931,-5621.652880450806,0.0241237495370164
add1_dmps,all,30,-5567.098094485207,-5659.440274090709,0.0204193738567996
add1_dmps,all,31,-5788.461239335809,-5439.857330236798,0.0247597540319992
add1_dmps,all,32,-5623.522196384949,-5611.171102481407,0.034537443479164
add1_dmps,all,33,-5496.160777664724,-5749.382443544896,0.0358546052347074
add1_dmps,all,34,-5579.272463106697,-5654.004932866393,0.0267812715159166
add1_dmps,all,35,-5726.842418097099,-5510.763016481248,0.0166933302903637
add1_dmps,all,36,-5741.909514123719,-5490.349078557255,0.0273597858478277
add1_dmps,all,37,-5576.6903483482265,-5653.367452270732,0.0199489560546347
add1_dmps,all,38,-5629.802936936742,-5617.176006983897,0.0308566045545568
add1_dmps,all,39,-5620.533464220314,-5621.029484262082,0.0124605970140581
add1_dmps,all,40,-5728.263183259672,-5508.940809248724,0.0179287508704213
add1_dmps,all,41,-5550.513035701984,-5677.539381785219,0.0196499845495574
add1_dmps,all,42,-5549.465350130988,-5694.8300148724975,0.0194437456409138
add1_dmps,all,43,-5613.526892988082,-5607.914531342536,0.0262192595300462
add1_dmps,all,44,-5517.046037345096,-5723.475361064059,0.0281940614074312
add1_dmps,all,45,-5627.531866875411,-5615.48744934631,0.029060624155148
add1_dmps,all,46,-5615.742519057763,-5621.358615489729,0.0294436253924538
add1_dmps,all,47,-5599.194872639251,-5656.441006388119,0.0091425151569459
add1_dmps,all,48,-5704.796947596647,-5547.974524126088,0.012795286643572
add1_dmps,all,49,-5550.682290475419,-5692.954561774333,0.0354678912024955
add1_dmp,all,0,-5680.552904304016,-5558.499723216196,0.0232132820980756
add1_dmp,all,1,-5673.69583895501,-5573.771854165144,0.022512425497929
add1_dmp,all,2,-5880.840790531503,-5351.864769745675,0.0276008870698152
add1_dmp,all,3,-5797.93019064796,-5448.079703203586,0.0212495030437429
add1_dmp,all,4,-5349.660125584052,-5882.3870738097685,0.0194479039669803
add1_dmp,all,5,-5530.668220822626,-5718.255746155937,0.036285084027831
add1_dmp,all,6,-5550.258889693614,-5722.110615785464,0.0338557143232581
add1_dmp,all,7,-5627.044657403569,-5631.306146769818,0.0221441666034195
add1_dmp,all,8,-5656.308535989545,-5595.134295335745,0.0315805300729662
add1_dmp,all,9,-5583.220736378609,-5665.7738022183485,0.0326932596963167
add1_dmp,all,10,-5555.169247378798,-5685.589957661199,0.0226597097101187
add1_dmp,all,11,-5744.593700479477,-5519.190300823808,0.031743974357285
add1_dmp,all,12,-5486.602190725089,-5744.420172348697,0.0239622681166353
add1_dmp,all,13,-5695.351678678734,-5543.474090954412,0.024373393596903
add1_dmp,all,14,-5592.036910151129,-5646.928972122008,0.0283778739817825
add1_dmp,all,15,-5695.931317164431,-5545.147367026451,0.0269024508692778
add1_dmp,all,16,-5637.465504943106,-5615.797742287138,0.0343354383495109
add1_dmp,all,17,-5724.971481067135,-5516.227043066018,0.0186639163507346
add1_dmp,all,18,-5804.035320400401,-5430.160296735896,0.0144385565702248
add1_dmp,all,19,-5697.211001673803,-5549.875734093,0.0238973611323562
add1_dmp,all,20,-5601.250569909708,-5618.518024726135,0.0173806070738775
add1_dmp,all,21,-5571.456881079128,-5657.353014775896,0.0221134440029448
add1_dmp,all,22,-5717.596909972953,-5512.9735079498805,0.0227466110392362
add1_dmp,all,23,-5616.162091947424,-5626.079353282697,0.0253919558189671
add1_dmp,all,24,-5449.546763956833,-5792.902890030849,0.0323780436962435
add1_dmp,all,25,-5552.738899650926,-5690.48888556186,0.023693114988759
add1_dmp,all,26,-5720.709382783959,-5514.828444921554,0.0157476789239755
add1_dmp,all,27,-5660.7521354432,-5572.887963812471,0.0225295150528477
add1_dmp,all,28,-5527.662589798985,-5712.460538449972,0.0193626191898022
add1_dmp,all,29,-5633.585429429422,-5624.091667526569,0.0217262455216306
add1_dmp,all,30,-5567.170590410705,-5669.862453458746,0.0196684120411114
add1_dmp,all,31,-5785.667731294344,-5439.2493465313,0.0266376425758604
add1_dmp,all,32,-5637.2110338162975,-5603.998032606633,0.0335019744796974
add1_dmp,all,33,-5500.112535044322,-5760.345643947863,0.0337840754341561
add1_dmp,all,34,-5586.606837862079,-5657.35899688394,0.0280127829579415
add1_dmp,all,35,-5716.409640770309,-5521.395888829874,0.0152355856053214
add1_dmp,all,36,-5752.747638489313,-5487.948531388131,0.0287329581969897
add1_dmp,all,37,-5569.950576141078,-5650.357632739784,0.019502602845817
add1_dmp,all,38,-5630.704665130572,-5628.25487800129,0.0272855905519906
add1_dmp,all,39,-5636.44040012492,-5616.156905378434,0.0153395615379321
add1_dmp,all,40,-5725.195040082175,-5511.407544169699,0.014757515925976
add1_dmp,all,41,-5553.54974606233,-5678.31314679444,0.0196809180456848
add1_dmp,all,42,-5541.501998525195,-5685.0524858418,0.0191824465781401
add1_dmp,all,43,-5617.127102436697,-5615.762449138075,0.0278396458338978
add1_dmp,all,44,-5519.085169829064,-5730.910484869863,0.0293190748871017
add1_dmp,all,45,-5621.085105277729,-5619.149919500033,0.0311466157157162
add1_dmp,all,46,-5623.011665508263,-5624.232035766644,0.0292376979428076
add1_dmp,all,47,-5599.878980658745,-5640.369821263374,0.0080094234281359
add1_dmp,all,48,-5702.642099041144,-5544.472656301869,0.0114766305101115
add1_dmp,all,49,-5547.190056135013,-5689.323310618943,0.030151755891153
add1_dm,all,0,-5678.431054073799,-5560.052750537607,0.024276617953428
add1_dm,all,1,-5667.243847346445,-5572.495071736379,0.0229764139912843
add1_dm,all,2,-5877.180354294195,-5352.20755814912,0.0267106031857707
add1_dm,all,3,-5793.021221999845,-5457.035965019757,0.0213420201400034
add1_dm,all,4,-5345.309132969901,-5900.027760941283,0.0191685224264263
add1_dm,all,5,-5533.928067904735,-5714.607961709048,0.0381725046251852
add1_dm,all,6,-5540.139769165109,-5716.691556401585,0.032974059205591
add1_dm,all,7,-5624.689136701392,-5620.79498938084,0.0215405605358161
add1_dm,all,8,-5644.625794812682,-5581.756960425955,0.0295242083775531
add1_dm,all,9,-5573.749614889927,-5655.8337368913,0.0295183442404362
add1_dm,all,10,-5565.943464077672,-5683.564887713261,0.0248304840099251
add1_dm,all,11,-5740.298512053675,-5510.564540962105,0.0338618417255318
add1_dm,all,12,-5487.720695240974,-5749.813964153616,0.0251797311641507
add1_dm,all,13,-5693.207037740453,-5539.420573045312,0.0255780433408409
add1_dm,all,14,-5590.681626406899,-5647.418108000951,0.0270642150490174
add1_dm,all,15,-5705.34722761362,-5550.911458969716,0.0237583478568999
add1_dm,all,16,-5635.345964773667,-5630.27677951597,0.0360015037904679
add1_dm,all,17,-5720.1728904623415,-5510.768355631147,0.0166545751586837
add1_dm,all,18,-5814.170081331043,-5429.607138415039,0.0130513579150594
add1_dm,all,19,-5705.207221626595,-5547.910801802047,0.0277415856796167
add1_dm,all,20,-5604.83184630812,-5633.310693052836,0.0165796163955151
add1_dm,all,21,-5574.753835393614,-5661.505261048335,0.0261258807967491
add1_dm,all,22,-5723.368945066029,-5498.96697024771,0.0234084639817493
add1_dm,all,23,-5615.187508850034,-5627.91669560938,0.0266013801052019
add1_dm,all,24,-5449.3948673577015,-5790.743519681176,0.0350614098507719
add1_dm,all,25,-5556.658101812839,-5679.323331218263,0.0259429530397064
add1_dm,all,26,-5721.883916296418,-5516.481872517872,0.01688829170108
add1_dm,all,27,-5660.2884016566495,-5584.542341981087,0.023740219453096
add1_dm,all,28,-5518.374421521771,-5702.740618325627,0.0213598042392322
add1_dm,all,29,-5642.232673847296,-5605.724469905688,0.0226388955606477
add1_dm,all,30,-5560.343915005505,-5671.006594209647,0.0165447493707248
add1_dm,all,31,-5787.814914433256,-5442.727389144076,0.0239314028175644
add1_dm,all,32,-5622.240666841416,-5611.059549676643,0.0498761266024514
add1_dm,all,33,-5482.932263639021,-5732.727497530615,0.0580052854594861
add1_dm,all,34,-5573.9394204378,-5646.642283656731,0.0268357634395164
add1_dm,all,35,-5723.636883099707,-5515.056056893029,0.0127188766170434
add1_dm,all,36,-5743.405653786904,-5494.387151926573,0.0305128485454414
add1_dm,all,37,-5572.991224155229,-5650.866007375379,0.0192694870797422
add1_dm,all,38,-5629.210838783673,-5624.07894488248,0.0308237293556794
add1_dm,all,39,-5640.804161019823,-5612.168203340112,0.0114064878315766
add1_dm,all,40,-5733.072523011705,-5508.336698517331,0.0206648499714511
add1_dm,all,41,-5551.557810582553,-5682.937518737852,0.0165393160109181
add1_dm,all,42,-5549.538613306248,-5685.9637272374775,0.0212628619633431
add1_dm,all,43,-5607.094446850869,-5611.231480030652,0.0263661086699913
add1_dm,all,44,-5524.648422847431,-5716.775758882822,0.0290894600458474
add1_dm,all,45,-5627.273292871555,-5621.372831866757,0.0286325634817533
add1_dm,all,46,-5622.956678388121,-5615.749089865124,0.0283883847210921
add1_dm,all,47,-5603.5434734297005,-5650.814264948358,0.0104519102810645
add1_dm,all,48,-5696.099993243919,-5540.103009883134,0.0145017999736275
add1_dm,all,49,-5545.281022913027,-5682.522723954112,0.02992446759243
add1_dpsm,all,0,-5677.579523301045,-5551.431244808674,0.0140062550143513
add1_dpsm,all,1,-5662.021878755282,-5575.924219751096,0.0158522495788909
add1_dpsm,all,2,-5881.567692915233,-5356.106485628234,0.0268236470658843
add1_dpsm,all,3,-5790.64578073603,-5450.470752191272,0.0155384383211117
add1_dpsm,all,4,-5344.51087217405,-5906.225938191828,0.0117376444489904
add1_dpsm,all,5,-5521.040539854625,-5727.776935161358,0.0305828105768171
add1_dpsm,all,6,-5526.8987076420335,-5722.520784670395,0.0251689098137288
add1_dpsm,all,7,-5628.675358646581,-5624.032877494885,0.0124364877773736
add1_dpsm,all,8,-5655.341199840767,-5590.853605084179,0.0262329070819234
add1_dpsm,all,9,-5581.525257747584,-5653.696506958399,0.028426161565273
add1_dpsm,all,10,-5561.984614370225,-5679.723495267809,0.020833525438967
add1_dpsm,all,11,-5744.331611628878,-5516.634367129118,0.0193861902030863
add1_dpsm,all,12,-5485.695080524493,-5749.54947218609,0.0248348403376632
add1_dpsm,all,13,-5691.009633279345,-5541.7567911722745,0.0148292019461499
add1_dpsm,all,14,-5586.83526554911,-5656.797417384366,0.0232036752371972
add1_dpsm,all,15,-5690.736387814623,-5555.163919243722,0.017698269218603
add1_dpsm,all,16,-5641.566522690602,-5623.117956414241,0.0251344068758538
add1_dpsm,all,17,-5726.502304690337,-5514.374811597972,0.0099308843820163
add1_dpsm,all,18,-5811.04888165057,-5434.983496427805,0.0019574878927006
add1_dpsm,all,19,-5696.015357565182,-5542.120193484571,0.0230083558357931
add1_dpsm,all,20,-5598.885943828906,-5626.461149728937,0.0114295466999181
add1_dpsm,all,21,-5573.457045132438,-5662.747239526351,0.0112244498828219
add1_dpsm,all,22,-5719.846543766974,-5509.92694791042,0.0187924229077309
add1_dpsm,all,23,-5621.30248864522,-5625.240123364576,0.0210208862587686
add1_dpsm,all,24,-5436.297107181073,-5796.760343088881,0.0290233906926207
add1_dpsm,all,25,-5548.032686855303,-5680.470963181423,0.0182511835672133
add1_dpsm,all,26,-5724.090440903196,-5510.695363766766,0.0090228228899973
add1_dpsm,all,27,-5652.705003184609,-5576.659967726128,0.0129445574207382
add1_dpsm,all,28,-5530.246633002934,-5715.542550124191,0.0153323498917295
add1_dpsm,all,29,-5630.427414675873,-5619.404099345337,0.0127013293670431
add1_dpsm,all,30,-5557.2581371016495,-5676.272062346605,0.0080281587152785
